UserID,total_courses,avg_spending,avg_course_rating,diversity_score,learning_depth_index,beginner_ratio,enrollment_frequency,category_concentration,n_categories,recency_days,preferred_category_enc,preferred_level_enc
P0475,24,620.975,4.283333333333333,5,0.3333333333333333,0.4166666666666667,0.018292682926829267,0.375,5,114,3,2
P0476,19,573.0178947368421,4.273684210526316,6,0.13157894736842105,0.7894736842105263,0.01521216973578863,0.25,6,90,3,1
P0477,13,750.7176923076923,4.292307692307692,6,0.5384615384615384,0.15384615384615385,0.009708737864077669,0.25,6,73,2,2
P0478,6,1065.9216666666666,4.416666666666667,3,0.9166666666666666,0.0,0.005504587155963303,0.625,3,101,2,0
P0479,6,896.8466666666667,4.133333333333334,5,0.5833333333333334,0.3333333333333333,0.006191950464396285,0.375,5,86,3,0
P0480,6,701.2383333333333,4.016666666666667,4,0.5,0.16666666666666666,0.005097706032285472,0.5,4,18,5,2
P0481,22,635.3831818181818,4.336363636363637,6,0.25,0.5909090909090909,0.01624815361890694,0.25,6,34,2,1
P0482,6,490.39833333333337,4.366666666666666,3,0.08333333333333333,0.8333333333333334,0.00819672131147541,0.625,3,646,1,1
P0483,6,774.0916666666667,4.433333333333334,4,0.4166666666666667,0.3333333333333333,0.004633204633204633,0.5,4,162,5,2
P0484,12,793.2166666666667,4.375,5,0.5416666666666666,0.16666666666666666,0.00847457627118644,0.375,5,22,4,2
P0485,26,633.1476923076923,4.4423076923076925,6,0.2692307692307692,0.6153846153846154,0.018220042046250877,0.25,6,14,3,1
P0486,23,599.3408695652174,4.317391304347826,6,0.21739130434782608,0.6521739130434783,0.018593371059013743,0.25,6,77,3,1
P0487,19,709.8636842105263,4.310526315789474,5,0.42105263157894735,0.3157894736842105,0.0136986301369863,0.375,5,57,1,2
P0488,4,515.3025,4.25,3,0.25,0.5,0.003864734299516908,0.625,3,68,4,2
P0489,9,1021.178888888889,4.266666666666667,4,0.7777777777777778,0.1111111111111111,0.007194244604316547,0.5,4,205,2,0
P0490,11,860.6954545454545,4.2727272727272725,5,0.5909090909090909,0.09090909090909091,0.009666080843585237,0.375,5,272,5,2
P0491,13,676.506923076923,4.469230769230769,4,0.4230769230769231,0.3076923076923077,0.010164190774042221,0.5,4,84,2,2
P0492,16,820.295625,4.425,6,0.5,0.3125,0.0113555713271824,0.25,6,38,3,2
P0493,13,621.6592307692307,4.2153846153846155,6,0.3076923076923077,0.46153846153846156,0.010887772194304857,0.25,6,20,5,1
P0494,7,525.7371428571429,4.5285714285714285,3,0.14285714285714285,0.7142857142857143,0.005843071786310518,0.625,3,7,1,1
P0495,17,682.2788235294117,4.376470588235295,5,0.4117647058823529,0.35294117647058826,0.01171605789110958,0.375,5,9,3,2
P0496,9,1045.687777777778,4.311111111111111,6,0.8888888888888888,0.0,0.007305194805194805,0.25,6,61,2,0
P0497,12,675.7708333333334,4.325,5,0.4583333333333333,0.25,0.008486562942008486,0.375,5,16,2,2
P0498,9,1147.9099999999999,4.344444444444445,5,0.8333333333333334,0.0,0.009081735620585268,0.375,5,19,2,0
P0499,33,607.2224242424243,4.409090909090909,6,0.22727272727272727,0.6363636363636364,0.02459016393442623,0.25,6,47,1,1
P0500,5,570.4,4.08,4,0.1,0.8,0.005649717514124294,0.5,4,243,5,1
P0501,19,568.7268421052631,4.189473684210526,6,0.23684210526315788,0.5263157894736842,0.013600572655690766,0.25,6,54,3,1
P0502,25,708.9548,4.172,6,0.36,0.4,0.017946877243359655,0.25,6,36,4,2
P0503,3,423.4266666666667,4.333333333333333,2,0.0,1.0,0.002284843869002285,0.75,2,76,1,1
P0504,15,753.7506666666667,4.366666666666666,6,0.5333333333333333,0.06666666666666667,0.011202389843166542,0.25,6,9,3,2
P0505,28,646.5178571428571,4.307142857142857,6,0.2857142857142857,0.5,0.020802377414561663,0.25,6,36,3,1
P0506,16,867.8775,4.4125,6,0.59375,0.125,0.012223071046600458,0.25,6,46,5,2
P0507,23,690.305652173913,4.482608695652174,6,0.30434782608695654,0.4782608695652174,0.017293233082706767,0.25,6,48,3,1
P0508,3,773.21,4.166666666666667,2,0.5,0.3333333333333333,0.005454545454545455,0.75,2,603,4,2
P0509,14,755.2342857142858,4.428571428571429,4,0.5357142857142857,0.0,0.010248901903367497,0.5,4,88,2,2
P0510,2,521.6800000000001,4.6,2,0.0,1.0,0.0060790273556231,0.75,2,676,5,1
P0511,17,691.8241176470589,4.370588235294117,5,0.35294117647058826,0.4117647058823529,0.0125,0.375,5,56,0,2
P0512,16,696.2631250000001,4.35625,6,0.40625,0.3125,0.011444921316165951,0.25,6,5,1,2
P0513,6,1079.0716666666667,4.25,4,0.8333333333333334,0.16666666666666666,0.005825242718446602,0.5,4,369,2,0
P0514,15,789.7053333333333,4.346666666666667,6,0.4666666666666667,0.26666666666666666,0.011801730920535013,0.25,6,118,3,2
P0515,1,902.72,3.9,1,0.5,0.0,1.0,0.875,1,212,3,2
P0516,6,990.8849999999999,4.3999999999999995,2,0.8333333333333334,0.0,0.0062959076600209865,0.75,2,8,2,0
P0517,5,1091.19,4.24,3,0.9,0.0,0.005175983436853002,0.625,3,15,4,0
P0518,1,395.89,3.7,1,0.0,1.0,1.0,0.875,1,675,2,1
P0519,14,805.4921428571428,4.178571428571429,5,0.5,0.2857142857142857,0.011494252873563218,0.375,5,225,2,2
P0520,10,1177.269,4.18,5,1.0,0.0,0.007032348804500703,0.375,5,5,2,0
P0521,21,749.24,4.347619047619047,6,0.42857142857142855,0.3333333333333333,0.016191210485736313,0.25,6,129,1,2
P0522,14,812.1392857142857,4.421428571428572,6,0.5357142857142857,0.07142857142857142,0.014184397163120567,0.25,6,443,3,2
P0523,17,765.9447058823529,4.252941176470588,6,0.4411764705882353,0.35294117647058826,0.011879804332634521,0.25,6,30,0,2
P0524,6,530.8666666666667,4.05,4,0.25,0.6666666666666666,0.0056022408963585435,0.5,4,326,1,1
P0525,7,916.3357142857143,4.271428571428571,3,0.6428571428571429,0.14285714285714285,0.0065116279069767444,0.625,3,288,4,0
P0526,2,521.185,4.45,2,0.0,1.0,0.046511627906976744,0.75,2,266,5,1
P0527,6,528.535,4.2,4,0.16666666666666666,0.6666666666666666,0.008,0.5,4,464,3,1
P0528,16,685.77125,4.4125,5,0.3125,0.5,0.011387900355871887,0.375,5,40,2,1
P0529,15,786.86,4.306666666666667,6,0.43333333333333335,0.3333333333333333,0.011494252873563218,0.25,6,131,1,2
P0530,13,640.3438461538461,4.315384615384615,5,0.3076923076923077,0.5384615384615384,0.01231060606060606,0.375,5,183,3,1
P0531,13,538.9038461538462,4.2,4,0.11538461538461539,0.7692307692307693,0.011638316920322292,0.5,4,207,2,1
P0532,6,848.9683333333332,4.166666666666667,4,0.6666666666666666,0.16666666666666666,0.0052863436123348016,0.5,4,18,4,0
P0533,2,647.0350000000001,4.65,2,0.5,0.0,0.0021208907741251328,0.75,2,271,3,2
P0534,3,642.6066666666667,4.333333333333333,3,0.16666666666666666,0.6666666666666666,0.002967359050445104,0.625,3,125,1,1
P0535,18,762.3977777777777,4.461111111111111,6,0.4722222222222222,0.2222222222222222,0.016363636363636365,0.25,6,70,1,2
P0536,14,1099.8414285714287,4.2214285714285715,5,0.8928571428571429,0.0,0.011494252873563218,0.375,5,74,4,0
P0537,15,747.9113333333333,4.16,6,0.5,0.26666666666666666,0.013611615245009074,0.25,6,247,0,2
P0538,13,898.1361538461539,4.292307692307692,4,0.6538461538461539,0.15384615384615385,0.011235955056179775,0.5,4,14,1,0
P0539,4,703.0,4.15,2,0.375,0.5,0.004550625711035267,0.75,2,549,4,1
P0540,10,1012.3799999999999,4.21,5,0.9,0.0,0.00819672131147541,0.375,5,24,2,0
P0541,5,938.0260000000001,4.4,3,0.7,0.2,0.004537205081669692,0.625,3,3,2,0
P0542,5,632.95,4.220000000000001,4,0.2,0.6,0.004118616144975288,0.5,4,202,1,1
P0543,14,730.8199999999999,4.328571428571428,5,0.39285714285714285,0.2857142857142857,0.011164274322169059,0.375,5,50,5,2
P0544,6,1282.6299999999999,4.716666666666667,4,0.9166666666666666,0.0,0.004889975550122249,0.5,4,133,4,0
P0545,15,764.312,4.153333333333333,6,0.5,0.13333333333333333,0.010452961672473868,0.25,6,18,4,2
P0546,12,717.3433333333334,4.558333333333334,5,0.4583333333333333,0.25,0.008746355685131196,0.375,5,65,3,2
P0547,22,599.4581818181819,4.136363636363637,6,0.2727272727272727,0.5,0.015873015873015872,0.25,6,35,3,1
P0548,14,704.655,4.385714285714285,5,0.42857142857142855,0.21428571428571427,0.011102299762093577,0.375,5,188,2,2
P0549,16,662.7581250000001,4.2125,6,0.3125,0.5625,0.010973936899862825,0.25,6,4,3,1
P0550,7,1005.0228571428571,4.4714285714285715,4,0.8571428571428571,0.0,0.007194244604316547,0.5,4,361,2,0
P0551,18,733.6644444444445,4.216666666666666,6,0.4166666666666667,0.2777777777777778,0.01348314606741573,0.25,6,27,1,2
P0552,17,631.0076470588236,4.305882352941176,6,0.29411764705882354,0.5294117647058824,0.013157894736842105,0.25,6,107,4,1
P0553,14,763.9250000000001,4.45,6,0.5,0.21428571428571427,0.009900990099009901,0.25,6,7,1,2
P0554,10,1096.712,4.41,4,0.95,0.0,0.0071581961345740875,0.5,4,35,4,0
P0555,17,740.6229411764706,4.405882352941177,6,0.47058823529411764,0.23529411764705882,0.012265512265512266,0.25,6,42,1,2
P0556,5,1238.502,4.36,4,1.0,0.0,0.00390625,0.5,4,27,4,0
P0557,3,569.93,4.266666666666667,3,0.0,1.0,0.0036855036855036856,0.625,3,501,4,1
P0558,12,997.2683333333333,4.25,5,0.8333333333333334,0.0,0.01125703564727955,0.375,5,101,4,0
P0559,1,827.13,4.6,1,0.5,0.0,1.0,0.875,1,970,1,2
P0560,9,1021.2577777777777,4.266666666666667,4,0.8333333333333334,0.0,0.01468189233278956,0.5,4,829,2,0
P0561,19,644.9442105263158,4.247368421052632,6,0.21052631578947367,0.631578947368421,0.01652173913043478,0.25,6,233,3,1
P0562,5,984.8399999999999,4.58,2,0.8,0.0,0.013623978201634877,0.75,2,1002,2,0
P0563,13,665.1407692307693,4.353846153846154,6,0.34615384615384615,0.46153846153846156,0.009622501850481125,0.25,6,107,4,1
P0564,5,538.4680000000001,4.46,4,0.3,0.4,0.003861003861003861,0.5,4,164,4,2
P0565,2,405.83500000000004,3.9499999999999997,1,0.0,1.0,0.0016736401673640166,0.875,1,223,1,1
P0566,17,738.1858823529411,4.247058823529412,5,0.47058823529411764,0.17647058823529413,0.013006885998469778,0.375,5,27,3,2
P0567,1,689.73,4.5,1,0.5,0.0,1.0,0.875,1,394,4,2
P0568,7,1016.5799999999999,4.328571428571428,4,0.8571428571428571,0.0,0.0068762278978389,0.5,4,308,2,0
P0569,11,905.35,4.309090909090909,4,0.7727272727272727,0.09090909090909091,0.010387157695939566,0.5,4,337,3,0
P0570,7,1193.0571428571427,4.671428571428572,4,1.0,0.0,0.0060189165950128975,0.5,4,289,3,0
P0571,14,770.1992857142858,4.357142857142857,6,0.5,0.2857142857142857,0.01059001512859304,0.25,6,138,0,2
P0572,9,808.6677777777778,4.633333333333334,5,0.5,0.2222222222222222,0.008884501480750246,0.375,5,421,2,2
P0573,4,433.29499999999996,4.3,2,0.0,1.0,0.004530011325028313,0.75,2,307,2,1
P0574,15,880.8580000000001,4.5,5,0.6,0.13333333333333333,0.0104675505931612,0.375,5,23,3,2
P0575,12,802.2516666666667,4.55,5,0.5416666666666666,0.16666666666666666,0.009983361064891847,0.375,5,118,2,2
P0576,7,1097.9,4.385714285714285,4,0.9285714285714286,0.0,0.007021063189568706,0.5,4,351,3,0
P0577,4,551.4275,4.275,3,0.125,0.75,0.004119464469618949,0.625,3,147,1,1
P0578,3,639.7633333333333,4.066666666666666,3,0.3333333333333333,0.3333333333333333,0.0031847133757961785,0.625,3,350,5,2
P0579,8,746.255,4.3875,5,0.4375,0.25,0.007359705611775529,0.375,5,354,3,2
P0580,25,798.4008,4.252,6,0.46,0.36,0.02040816326530612,0.25,6,139,1,1
P0581,18,584.7272222222223,4.222222222222222,6,0.19444444444444445,0.6666666666666666,0.012622720897615708,0.25,6,28,1,1
P0582,2,453.57500000000005,4.45,2,0.0,1.0,0.003430531732418525,0.75,2,745,4,1
P0583,12,808.82,4.441666666666666,6,0.5,0.3333333333333333,0.00846262341325811,0.25,6,44,1,0
P0584,23,819.278695652174,4.395652173913043,6,0.4782608695652174,0.34782608695652173,0.01721556886227545,0.25,6,20,2,1
P0585,3,779.4499999999999,4.233333333333333,3,0.3333333333333333,0.3333333333333333,0.022556390977443608,0.625,3,145,5,2
P0586,23,552.8434782608696,4.369565217391305,6,0.15217391304347827,0.7391304347826086,0.017843289371605897,0.25,6,33,3,1
P0587,15,731.3933333333333,4.266666666666667,5,0.5,0.26666666666666666,0.011811023622047244,0.375,5,16,1,2
P0588,3,453.93666666666667,4.333333333333333,3,0.0,1.0,0.004411764705882353,0.625,3,9,4,1
P0589,2,699.605,4.1,2,0.5,0.0,0.006191950464396285,0.75,2,501,5,2
P0590,3,1086.5233333333333,4.766666666666667,1,0.6666666666666666,0.3333333333333333,0.002331002331002331,0.875,1,86,2,0
P0591,5,629.848,3.9799999999999995,3,0.2,0.6,0.005807200929152149,0.625,3,285,4,1
P0592,5,587.118,4.46,4,0.2,0.6,0.004101722723543888,0.5,4,218,5,1
P0593,2,493.155,4.45,2,0.25,0.5,0.0035778175313059034,0.75,2,514,1,2
P0594,24,635.0858333333333,4.491666666666666,6,0.22916666666666666,0.5833333333333334,0.017673048600883652,0.25,6,49,3,1
P0595,3,494.55333333333334,4.566666666666666,3,0.16666666666666666,0.6666666666666666,0.008670520231213872,0.625,3,476,3,1
P0596,4,442.8125,4.475,4,0.0,1.0,0.00437636761487965,0.5,4,103,5,1
P0597,17,671.2635294117647,4.458823529411765,6,0.35294117647058826,0.29411764705882354,0.013343799058084773,0.25,6,174,3,2
P0598,6,700.0783333333333,4.516666666666667,4,0.3333333333333333,0.6666666666666666,0.006243496357960458,0.5,4,276,4,1
P0599,19,838.2994736842105,4.231578947368422,6,0.5789473684210527,0.10526315789473684,0.01507936507936508,0.25,6,149,0,2
P0600,1,955.46,4.5,1,0.5,0.0,1.0,0.875,1,1333,3,2
P0601,17,716.5188235294117,4.288235294117647,6,0.4411764705882353,0.23529411764705882,0.013066871637202153,0.25,6,90,2,2
P0602,14,664.225,4.371428571428572,5,0.35714285714285715,0.35714285714285715,0.010226442658875092,0.375,5,71,2,2
P0603,27,587.9225925925925,4.3999999999999995,6,0.18518518518518517,0.6666666666666666,0.01939655172413793,0.25,6,60,1,1
P0604,18,795.8611111111111,4.277777777777778,6,0.5277777777777778,0.2222222222222222,0.012996389891696752,0.25,6,15,2,2
P0605,1,577.11,4.3,1,0.0,1.0,1.0,0.875,1,1042,1,1
P0606,17,664.6082352941177,4.394117647058824,6,0.29411764705882354,0.5882352941176471,0.012239020878329733,0.25,6,57,3,1
P0607,4,495.7725,4.55,3,0.125,0.75,0.0055248618784530384,0.625,3,579,5,1
P0608,16,820.345,4.3125,5,0.5625,0.125,0.014109347442680775,0.375,5,38,3,2
P0609,22,563.9663636363637,4.490909090909091,6,0.22727272727272727,0.5909090909090909,0.01640566741237882,0.25,6,86,3,1
P0610,14,730.9521428571428,4.5285714285714285,6,0.42857142857142855,0.21428571428571427,0.0109460516028147,0.25,6,5,3,2
P0611,14,689.7264285714285,4.264285714285714,6,0.42857142857142855,0.35714285714285715,0.0115990057995029,0.25,6,175,1,2
P0612,27,636.7177777777778,4.377777777777778,6,0.2777777777777778,0.5185185185185185,0.01872399445214979,0.25,6,16,4,1
P0613,28,654.1407142857142,4.317857142857143,6,0.30357142857142855,0.5714285714285714,0.020086083213773313,0.25,6,32,3,1
P0614,10,1057.958,4.18,5,0.85,0.1,0.009302325581395349,0.375,5,19,2,0
P0615,16,683.064375,4.1875,6,0.375,0.25,0.011644832605531296,0.25,6,79,0,2
P0616,14,913.9792857142857,4.4071428571428575,5,0.7142857142857143,0.0,0.010301692420897719,0.375,5,48,1,2
P0617,23,675.8904347826086,4.28695652173913,5,0.2826086956521739,0.5652173913043478,0.01692420897718911,0.375,5,42,3,1
P0618,16,772.949375,4.2,6,0.4375,0.3125,0.011782032400589101,0.25,6,89,0,2
P0619,4,570.96,4.375,3,0.375,0.25,0.0041109969167523125,0.625,3,445,1,2
P0620,18,871.4844444444444,4.416666666666667,6,0.6388888888888888,0.05555555555555555,0.013719512195121951,0.25,6,34,0,2
P0621,23,815.7421739130434,4.395652173913043,6,0.5869565217391305,0.13043478260869565,0.016715116279069766,0.25,6,85,1,2
P0622,1,440.63,4.5,1,0.0,1.0,1.0,0.875,1,712,4,1
P0623,13,679.1292307692308,4.230769230769231,6,0.34615384615384615,0.3076923076923077,0.01117798796216681,0.25,6,215,5,2
P0624,20,600.4635000000001,4.345000000000001,6,0.225,0.65,0.014598540145985401,0.25,6,19,2,1
P0625,29,656.4003448275862,4.220689655172414,6,0.3448275862068966,0.5172413793103449,0.02235929067077872,0.25,6,134,2,1
P0626,4,759.6925000000001,4.275,3,0.375,0.5,0.0087527352297593,0.625,3,481,1,1
P0627,17,671.6623529411764,4.3,6,0.2647058823529412,0.5882352941176471,0.016144349477682812,0.25,6,92,2,1
P0628,5,1099.158,4.5,4,0.9,0.0,0.004340277777777778,0.5,4,16,2,0
P0629,7,485.6942857142857,4.057142857142857,6,0.0,1.0,0.006548175865294668,0.25,6,284,1,1
P0630,16,742.3975,4.30625,6,0.46875,0.1875,0.013245033112582781,0.25,6,14,3,2
P0631,16,725.965,4.3062499999999995,6,0.40625,0.4375,0.013781223083548665,0.25,6,53,3,1
P0632,2,1268.8200000000002,4.45,2,1.0,0.0,0.005847953216374269,0.75,2,805,0,0
P0633,9,1017.6722222222221,4.455555555555556,3,0.8333333333333334,0.0,0.008152173913043478,0.625,3,261,2,0
P0634,4,887.98,4.45,4,0.75,0.0,0.003795066413662239,0.5,4,17,4,2
P0635,14,725.6450000000001,4.392857142857143,5,0.5,0.21428571428571427,0.011244979919678716,0.375,5,73,1,2
P0636,8,946.8262500000001,4.3125,5,0.875,0.0,0.006230529595015576,0.375,5,31,2,0
P0637,5,1010.6719999999999,4.32,4,0.9,0.0,0.004393673110720563,0.5,4,271,2,0
P0638,6,1096.8533333333335,4.333333333333333,3,1.0,0.0,0.005560704355885079,0.625,3,86,2,0
P0639,7,990.8642857142858,4.1571428571428575,5,0.7857142857142857,0.0,0.00850546780072904,0.375,5,294,2,0
P0640,4,549.435,4.6,4,0.125,0.75,0.00392156862745098,0.5,4,15,2,1
P0641,9,640.5822222222222,4.455555555555556,6,0.2777777777777778,0.5555555555555556,0.0071315372424722665,0.25,6,187,2,1
P0642,16,623.9575,4.4125,6,0.25,0.625,0.011118832522585128,0.25,6,12,2,1
P0643,9,955.2255555555556,4.233333333333333,3,0.7222222222222222,0.0,0.0071146245059288534,0.625,3,69,2,2
P0644,25,654.9272,4.152,5,0.36,0.4,0.01839587932303164,0.375,5,89,4,2
P0645,3,468.25,4.233333333333333,2,0.0,1.0,0.002955665024630542,0.75,2,369,1,1
P0646,7,1022.58,4.585714285714286,3,0.8571428571428571,0.0,0.008009153318077803,0.625,3,162,2,0
P0647,17,733.7094117647058,4.347058823529412,6,0.4411764705882353,0.29411764705882354,0.01267710663683818,0.25,6,62,2,2
P0648,21,656.72,4.1952380952380945,6,0.2857142857142857,0.47619047619047616,0.014623955431754874,0.25,6,13,3,2
P0649,8,862.08125,4.55,4,0.8125,0.0,0.013445378151260505,0.5,4,623,4,0
P0650,6,698.1383333333333,4.533333333333333,3,0.3333333333333333,0.6666666666666666,0.005708848715509039,0.625,3,63,2,1
P0651,23,696.1713043478261,4.282608695652174,6,0.43478260869565216,0.2608695652173913,0.019230769230769232,0.25,6,102,1,2
P0652,24,587.4087499999999,4.416666666666667,5,0.22916666666666666,0.5833333333333334,0.017454545454545455,0.375,5,23,3,1
P0653,9,951.1233333333334,4.422222222222222,5,0.7222222222222222,0.1111111111111111,0.006493506493506494,0.375,5,57,2,0
P0654,10,1079.166,4.58,5,0.85,0.1,0.0078003120124804995,0.375,5,99,3,0
P0655,18,763.9961111111111,4.144444444444444,5,0.5555555555555556,0.16666666666666666,0.013284132841328414,0.375,5,7,0,2
P0656,2,586.54,4.55,2,0.25,0.5,0.006060606060606061,0.75,2,359,1,2
P0657,4,450.48749999999995,4.125,4,0.125,0.75,0.003270645952575634,0.5,4,165,4,1
P0658,2,767.58,4.25,2,0.5,0.0,0.005649717514124294,0.75,2,423,3,2
P0659,4,612.9525,3.8249999999999997,3,0.125,0.75,0.003286770747740345,0.625,3,170,1,1
P0660,11,787.4590909090908,4.336363636363637,4,0.5,0.2727272727272727,0.009212730318257957,0.5,4,39,0,2
P0661,2,430.33500000000004,4.45,2,0.0,1.0,0.001520912547528517,0.75,2,94,3,1
P0662,11,941.4681818181817,4.381818181818182,4,0.7272727272727273,0.09090909090909091,0.011702127659574468,0.5,4,376,2,0
P0663,1,971.46,4.2,1,0.5,0.0,1.0,0.875,1,1425,4,2
P0664,8,1089.615,4.4625,4,0.875,0.0,0.007079646017699115,0.5,4,130,2,0
P0665,2,482.915,4.25,2,0.0,1.0,0.010471204188481676,0.75,2,1169,5,1
P0666,20,615.728,4.425,5,0.25,0.6,0.014450867052023121,0.375,5,25,3,1
P0667,9,1110.1433333333334,4.455555555555556,4,0.8333333333333334,0.1111111111111111,0.009193054136874362,0.5,4,415,2,0
P0668,7,1316.432857142857,4.257142857142857,4,1.0,0.0,0.0064516129032258064,0.5,4,290,2,0
P0669,1,914.87,3.9,1,0.5,0.0,1.0,0.875,1,767,3,2
P0670,19,715.3152631578947,4.431578947368421,5,0.34210526315789475,0.47368421052631576,0.014074074074074074,0.375,5,72,2,1
P0671,6,892.445,4.216666666666667,5,0.75,0.16666666666666666,0.004691164972634871,0.375,5,168,0,0
P0672,21,529.9876190476191,4.4,6,0.16666666666666666,0.6666666666666666,0.016203703703703703,0.25,6,133,2,1
P0673,19,692.8547368421052,4.063157894736842,6,0.4473684210526316,0.3157894736842105,0.015548281505728314,0.25,6,25,2,2
P0674,1,733.71,4.1,1,0.5,0.0,1.0,0.875,1,1376,3,2
P0675,5,575.884,4.46,3,0.2,0.6,0.0044286979627989375,0.625,3,176,2,1
P0676,11,718.7481818181818,4.190909090909091,5,0.45454545454545453,0.2727272727272727,0.008856682769726247,0.375,5,48,4,2
P0677,8,991.76125,4.25,3,0.75,0.125,0.005763688760806916,0.625,3,62,2,0
P0678,8,996.1075,4.375,4,0.75,0.125,0.008421052631578947,0.5,4,416,2,0
P0679,24,580.86375,4.4375,6,0.22916666666666666,0.625,0.017278617710583154,0.25,6,68,3,1
P0680,10,1156.468,4.5,4,0.95,0.0,0.008130081300813009,0.5,4,203,4,0
P0681,17,705.98,4.358823529411764,6,0.38235294117647056,0.35294117647058826,0.013709677419354839,0.25,6,116,2,2
P0682,10,742.318,4.37,3,0.45,0.2,0.008257638315441783,0.625,3,49,1,2
P0683,3,482.8666666666666,4.3999999999999995,3,0.16666666666666666,0.6666666666666666,0.004552352048558422,0.625,3,773,5,1
P0684,9,649.6166666666667,4.366666666666666,4,0.2777777777777778,0.5555555555555556,0.008021390374331552,0.5,4,142,2,1
P0685,21,614.4409523809524,4.319047619047619,6,0.2857142857142857,0.47619047619047616,0.01569506726457399,0.25,6,100,2,2
P0686,8,1045.53375,4.2,5,0.75,0.125,0.011347517730496455,0.375,5,434,2,0
P0687,16,564.008125,4.325,4,0.25,0.5,0.012307692307692308,0.5,4,51,1,1
P0688,12,998.215,4.433333333333334,5,0.7916666666666666,0.08333333333333333,0.011225444340505144,0.375,5,268,2,0
P0689,10,795.8689999999999,4.470000000000001,5,0.6,0.1,0.01002004008016032,0.375,5,11,0,2
P0690,12,1011.3191666666667,3.983333333333333,5,0.8333333333333334,0.08333333333333333,0.008746355685131196,0.375,5,3,0,0
P0691,9,871.2855555555556,4.411111111111111,4,0.7222222222222222,0.1111111111111111,0.007281553398058253,0.5,4,207,0,0
P0692,20,821.3405,4.225,6,0.525,0.1,0.014738393515106854,0.25,6,90,5,2
P0693,7,1064.2442857142858,4.214285714285714,4,0.9285714285714286,0.0,0.0125,0.5,4,729,2,0
P0694,12,1023.625,4.375,3,0.875,0.0,0.011764705882352941,0.625,3,375,3,0
P0695,28,623.8882142857143,4.267857142857143,6,0.25,0.5714285714285714,0.02178988326848249,0.25,6,150,3,1
P0696,2,498.43500000000006,3.7,1,0.0,1.0,0.005063291139240506,0.875,1,893,1,1
P0697,17,829.2741176470588,4.270588235294118,6,0.6470588235294118,0.058823529411764705,0.011789181692094313,0.25,6,11,0,2
P0698,1,466.41,4.2,1,0.0,1.0,1.0,0.875,1,560,1,1
P0699,17,753.6664705882353,4.288235294117648,5,0.5,0.17647058823529413,0.013643659711075442,0.375,5,77,2,2
P0700,3,429.7866666666667,4.333333333333333,3,0.0,1.0,0.0064794816414686825,0.625,3,212,4,1
P0701,15,726.9413333333334,4.24,5,0.4666666666666667,0.26666666666666666,0.010660980810234541,0.375,5,37,2,2
P0702,25,581.9132,4.272,6,0.16,0.72,0.017642907551164433,0.25,6,15,2,1
P0703,4,688.6925,4.35,4,0.25,0.5,0.014388489208633094,0.5,4,360,4,2
P0704,3,778.59,4.666666666666667,2,0.3333333333333333,0.3333333333333333,0.003942181340341655,0.75,2,558,1,2
P0705,3,605.1999999999999,4.233333333333333,3,0.3333333333333333,0.3333333333333333,0.002461033634126333,0.625,3,228,5,2
P0706,23,577.1878260869565,4.408695652173913,6,0.2391304347826087,0.5652173913043478,0.01660649819494585,0.25,6,67,3,1
P0707,20,830.5815,4.3950000000000005,6,0.55,0.1,0.015302218821729151,0.25,6,147,0,2
P0708,1,441.59,4.6,1,0.0,1.0,1.0,0.875,1,1419,2,1
P0709,16,652.7787500000001,4.20625,6,0.3125,0.375,0.011510791366906475,0.25,6,2,2,2
P0710,24,623.2304166666667,4.354166666666667,6,0.3333333333333333,0.4583333333333333,0.017130620985010708,0.25,6,48,1,1
P0711,12,725.25,4.233333333333333,4,0.5,0.16666666666666666,0.010762331838565023,0.5,4,71,2,2
P0712,8,1207.035,4.325,4,0.875,0.0,0.006938421509106678,0.5,4,105,2,0
P0713,21,571.0052380952382,4.314285714285714,6,0.16666666666666666,0.6666666666666666,0.015753938484621154,0.25,6,54,2,1
P0714,1,1546.81,4.5,1,1.0,0.0,1.0,0.875,1,703,4,0
P0715,2,761.8199999999999,4.6,1,0.25,0.5,0.008771929824561403,0.875,1,482,2,2
P0716,6,1152.4866666666667,4.533333333333334,2,0.75,0.16666666666666666,0.004803843074459567,0.75,2,96,2,0
P0717,4,985.95,4.425,2,0.75,0.0,0.004700352526439483,0.75,2,486,2,2
P0718,21,551.7576190476191,4.3047619047619055,6,0.11904761904761904,0.7619047619047619,0.015578635014836795,0.25,6,23,2,1
P0719,5,573.842,4.220000000000001,3,0.1,0.8,0.0035612535612535613,0.625,3,26,5,1
P0720,1,1062.68,3.9,1,0.5,0.0,1.0,0.875,1,999,1,2
P0721,8,1009.90625,4.2125,3,0.875,0.125,0.005813953488372093,0.625,3,60,2,0
P0722,26,604.2542307692308,4.380769230769231,6,0.23076923076923078,0.5769230769230769,0.01890909090909091,0.25,6,9,3,1
P0723,19,597.4915789473685,4.321052631578947,6,0.2894736842105263,0.5263157894736842,0.013659237958303379,0.25,6,5,1,1
P0724,13,626.2515384615384,4.323076923076923,5,0.38461538461538464,0.3076923076923077,0.011959521619135235,0.375,5,370,1,2
P0725,16,715.1725,4.45,6,0.375,0.375,0.011535688536409516,0.25,6,68,2,2
P0726,4,525.7125,4.275,3,0.125,0.75,0.0030188679245283017,0.625,3,108,5,1
