UserID,total_courses,total_transactions,total_spending,avg_spending,min_spending,max_spending,avg_course_rating,n_categories,first_enroll,last_enroll,preferred_category,preferred_level,Beginner,Intermediate,Advanced,Age,Gender,enrollment_frequency,recency_days,diversity_score,category_concentration,learning_depth_index,beginner_ratio,advanced_ratio,preferred_category_enc,preferred_level_enc
U0453,1,1,29.83,29.83,29.83,29.83,4.2,1,2024-07-15,2024-07-15,Technology,Beginner,1,0,0,29,Female,1.0,535,1,0.875,0.0,1.0,0.0,7,1
U0454,5,5,1068.54,213.708,107.96,295.32,3.9,3,2022-02-18,2024-03-18,Technology,Intermediate,1,3,1,43,Female,0.006578947368421052,654,3,0.625,0.5,0.2,0.2,7,2
U0455,20,20,3111.59,155.5795,40.2,287.12,4.17,7,2022-02-23,2025-10-08,Design,Beginner,11,4,5,33,Female,0.015105740181268883,85,7,0.125,0.35,0.55,0.25,3,1
U0456,16,16,2825.68,176.605,44.37,298.96,4.11875,7,2022-04-18,2025-12-28,Business,Beginner,8,4,4,54,Male,0.011843079200592153,4,7,0.125,0.375,0.5,0.25,1,1
U0457,18,18,2833.78,157.43222222222224,32.68,281.59,4.127777777777777,8,2022-02-03,2025-11-24,Technology,Beginner,11,4,3,39,Male,0.012940330697340043,38,8,0.0,0.2777777777777778,0.6111111111111112,0.16666666666666666,7,1
U0458,10,10,1630.95,163.095,90.14,276.9,3.7299999999999995,7,2023-01-06,2025-10-22,Marketing,Intermediate,4,5,1,46,Male,0.009794319294809012,71,7,0.125,0.35,0.4,0.1,6,2
U0459,8,8,1544.45,193.05625,64.7,258.65,4.125,5,2022-02-27,2025-12-01,Health & Wellness,Beginner,4,3,1,31,Female,0.005822416302765648,31,5,0.375,0.3125,0.5,0.125,5,1
U0460,17,17,3369.87,198.22764705882352,29.18,288.36,4.047058823529412,6,2022-06-22,2025-12-06,Technology,Beginner,8,4,5,45,Male,0.013449367088607595,26,6,0.25,0.4117647058823529,0.47058823529411764,0.29411764705882354,7,1
U0461,1,1,57.01,57.01,57.01,57.01,4.5,1,2025-06-15,2025-06-15,Data Science,Intermediate,0,1,0,22,Male,1.0,200,1,0.875,0.5,0.0,0.0,2,2
U0462,10,10,1777.17,177.717,70.12,276.4,3.9799999999999995,5,2022-01-18,2025-05-04,Arts & Creativity,Intermediate,3,5,2,64,Female,0.00831255195344971,242,5,0.375,0.45,0.3,0.2,0,2
U0463,13,13,1998.54,153.73384615384614,43.99,284.24,3.9692307692307693,6,2022-01-17,2024-04-30,Technology,Intermediate,4,7,2,47,Male,0.015568862275449102,611,6,0.25,0.4230769230769231,0.3076923076923077,0.15384615384615385,7,2
U0464,11,11,1959.03,178.09363636363636,102.69,288.77,4.190909090909091,7,2022-04-04,2025-10-04,Data Science,Intermediate,4,5,2,63,Male,0.00859375,89,7,0.125,0.4090909090909091,0.36363636363636365,0.18181818181818182,2,2
U0465,24,24,3506.92,146.12166666666667,43.62,295.0,3.9499999999999997,7,2022-02-28,2025-10-06,Technology,Beginner,11,11,2,22,Male,0.018223234624145785,87,7,0.125,0.3125,0.4583333333333333,0.08333333333333333,7,1
U0466,19,19,3769.43,198.39105263157893,66.02,296.05,4.2,8,2022-01-11,2025-11-30,Health & Wellness,Beginner,9,6,4,29,Female,0.013380281690140845,32,8,0.0,0.3684210526315789,0.47368421052631576,0.21052631578947367,5,1
U0467,1,1,171.02,171.02,171.02,171.02,3.6,1,2024-07-28,2024-07-28,Data Science,Beginner,1,0,0,33,Female,1.0,522,1,0.875,0.0,1.0,0.0,2,1
U0468,11,11,1814.21,164.92818181818183,30.0,272.65,4.281818181818182,8,2022-07-30,2025-11-28,Finance,Beginner,6,3,2,43,Female,0.0090311986863711,34,8,0.0,0.3181818181818182,0.5454545454545454,0.18181818181818182,4,1
U0469,7,7,860.71,122.95857142857143,39.87,296.82,4.128571428571428,6,2022-04-09,2025-11-28,Design,Beginner,5,1,1,43,Male,0.005263157894736842,34,6,0.25,0.21428571428571427,0.7142857142857143,0.14285714285714285,3,1
U0470,12,12,2026.8,168.9,82.78,274.01,4.083333333333333,8,2022-02-17,2025-05-16,Marketing,Beginner,10,2,0,38,Non-Binary,0.010126582278481013,230,8,0.0,0.08333333333333333,0.8333333333333334,0.0,6,1
U0471,10,10,1531.35,153.135,30.12,237.57,4.1899999999999995,6,2022-01-29,2025-03-12,Data Science,Intermediate,2,6,2,56,Female,0.00877963125548727,295,6,0.25,0.5,0.2,0.2,2,2
U0472,13,13,2011.19,154.7069230769231,51.32,232.77,4.0,7,2022-04-06,2025-12-24,Technology,Intermediate,5,7,1,53,Male,0.009565857247976454,8,7,0.125,0.34615384615384615,0.38461538461538464,0.07692307692307693,7,2
U0473,10,10,1425.44,142.544,30.1,279.32,4.14,5,2022-03-19,2025-07-07,Data Science,Advanced,1,4,5,50,Female,0.008285004142502071,178,5,0.375,0.7,0.1,0.5,2,0
U0474,16,16,2818.68,176.1675,40.74,298.91,4.10625,5,2022-06-14,2025-11-14,Business,Beginner,7,3,6,47,Male,0.0128,48,5,0.375,0.46875,0.4375,0.375,1,1
U0475,17,17,2486.35,146.25588235294117,35.26,282.57,4.076470588235294,8,2022-01-29,2025-10-04,Technology,Beginner,10,6,1,54,Female,0.012639405204460967,89,8,0.0,0.23529411764705882,0.5882352941176471,0.058823529411764705,7,1
U0476,7,7,1085.45,155.06428571428572,29.03,246.41,4.171428571428572,6,2022-03-31,2025-12-26,Data Science,Beginner,4,3,0,40,Female,0.005120702267739576,6,6,0.25,0.21428571428571427,0.5714285714285714,0.0,2,1
U0477,19,19,2954.7599999999998,155.5136842105263,29.92,263.26,4.089473684210526,8,2022-02-10,2025-12-28,Health & Wellness,Beginner,12,4,3,27,Male,0.013399153737658674,4,8,0.0,0.2631578947368421,0.631578947368421,0.15789473684210525,5,1
U0478,6,6,1030.92,171.82000000000002,41.69,273.47,4.3500000000000005,4,2022-03-24,2025-02-15,Health & Wellness,Beginner,4,1,1,22,Non-Binary,0.005660377358490566,320,4,0.5,0.25,0.6666666666666666,0.16666666666666666,5,1
U0479,10,10,1312.57,131.257,58.48,297.34,3.97,7,2022-07-19,2025-07-17,Business,Beginner,7,1,2,53,Female,0.0091324200913242,168,7,0.125,0.25,0.7,0.2,1,1
U0480,19,19,3373.39,177.54684210526315,32.98,298.29,4.126315789473685,8,2022-01-12,2025-11-02,Technology,Beginner,9,7,3,51,Female,0.013659237958303379,60,8,0.0,0.34210526315789475,0.47368421052631576,0.15789473684210525,7,1
U0481,17,17,3226.83,189.8135294117647,43.89,289.73,4.152941176470588,7,2022-02-19,2025-09-25,Technology,Beginner,11,4,2,48,Male,0.012927756653992395,98,7,0.125,0.23529411764705882,0.6470588235294118,0.11764705882352941,7,1
U0482,6,6,974.61,162.435,67.4,239.23,4.083333333333333,6,2023-08-17,2025-09-15,Technology,Intermediate,2,3,1,27,Male,0.00788436268068331,108,6,0.25,0.4166666666666667,0.3333333333333333,0.16666666666666666,7,2
U0483,11,11,1734.87,157.71545454545455,34.51,267.77,4.0636363636363635,6,2022-02-16,2025-10-29,Business,Beginner,5,4,2,36,Male,0.008136094674556213,64,6,0.25,0.36363636363636365,0.45454545454545453,0.18181818181818182,1,1
U0484,11,11,1407.2,127.92727272727274,41.18,248.04,3.972727272727272,5,2022-01-02,2025-09-22,Design,Intermediate,4,4,3,49,Female,0.008088235294117648,101,5,0.375,0.45454545454545453,0.36363636363636365,0.2727272727272727,3,2
U0485,7,7,891.22,127.31714285714285,37.97,215.51,4.3,3,2022-08-21,2025-08-09,Marketing,Beginner,3,2,2,18,Male,0.0064516129032258064,145,3,0.625,0.42857142857142855,0.42857142857142855,0.2857142857142857,6,1
U0486,14,14,2622.37,187.31214285714285,35.8,295.66,4.042857142857143,8,2022-04-23,2025-01-02,Design,Intermediate,6,6,2,22,Female,0.014198782961460446,364,8,0.0,0.35714285714285715,0.42857142857142855,0.14285714285714285,3,2
U0487,16,16,2717.8,169.8625,40.49,298.17,4.24375,8,2022-12-06,2025-12-09,Data Science,Intermediate,5,8,3,62,Female,0.014545454545454545,23,8,0.0,0.4375,0.3125,0.1875,2,2
U0488,1,1,218.81,218.81,218.81,218.81,4.2,1,2025-05-21,2025-05-21,Health & Wellness,Intermediate,0,1,0,21,Male,1.0,225,1,0.875,0.5,0.0,0.0,5,2
U0489,13,13,1702.48,130.96,49.9,231.02,4.2,6,2022-07-10,2025-08-15,Technology,Beginner,9,2,2,33,Female,0.01147396293027361,139,6,0.25,0.23076923076923078,0.6923076923076923,0.15384615384615385,7,1
U0490,5,5,497.24,99.44800000000001,33.44,191.48,3.8600000000000003,3,2023-01-23,2025-12-22,Technology,Beginner,3,1,1,41,Male,0.004694835680751174,10,3,0.625,0.3,0.6,0.2,7,1
U0491,11,11,1474.6499999999999,134.05909090909088,38.6,230.17,4.1454545454545455,5,2023-04-10,2025-04-24,Finance,Beginner,6,3,2,33,Non-Binary,0.014745308310991957,252,5,0.375,0.3181818181818182,0.5454545454545454,0.18181818181818182,4,1
U0492,10,10,1633.25,163.325,43.53,284.12,4.09,7,2022-07-20,2025-05-03,Technology,Intermediate,4,4,2,19,Female,0.009813542688910697,243,7,0.125,0.4,0.4,0.2,7,2
U0493,3,3,568.9300000000001,189.64333333333335,90.88,283.16,3.9333333333333336,3,2025-01-26,2025-04-10,Data Science,Beginner,2,1,0,45,Male,0.04,266,3,0.625,0.16666666666666666,0.6666666666666666,0.0,2,1
U0494,13,13,2128.61,163.73923076923077,71.85,287.97,4.2615384615384615,5,2022-03-28,2025-12-06,Technology,Beginner,7,4,2,49,Male,0.00962962962962963,26,5,0.375,0.3076923076923077,0.5384615384615384,0.15384615384615385,7,1
U0495,15,15,1734.63,115.64200000000001,30.11,271.0,4.1,6,2022-02-06,2025-11-20,Technology,Beginner,11,1,3,44,Male,0.01083815028901734,42,6,0.25,0.23333333333333334,0.7333333333333333,0.2,7,1
U0496,10,10,1808.98,180.898,44.71,286.18,4.16,8,2022-08-27,2025-09-10,Marketing,Beginner,5,4,1,37,Female,0.009000900090009001,113,8,0.0,0.3,0.5,0.1,6,1
U0497,16,16,2768.4,173.025,59.03,287.26,4.1625,8,2022-02-24,2025-05-20,Data Science,Beginner,8,6,2,41,Female,0.01353637901861252,226,8,0.0,0.3125,0.5,0.125,2,1
U0498,15,15,2411.16,160.744,72.8,295.26,4.086666666666667,5,2022-02-06,2025-12-02,Business,Beginner,8,6,1,29,Female,0.010744985673352435,30,5,0.375,0.26666666666666666,0.5333333333333333,0.06666666666666667,1,1
U0499,19,19,2745.32,144.49052631578948,30.1,284.75,4.015789473684211,8,2022-02-08,2025-09-04,Business,Beginner,10,6,3,52,Male,0.014559386973180077,119,8,0.0,0.3157894736842105,0.5263157894736842,0.15789473684210525,1,1
U0500,11,11,1540.01,140.0009090909091,45.1,273.48,3.9181818181818184,7,2022-01-31,2025-12-19,Technology,Beginner,5,4,2,50,Male,0.007751937984496124,13,7,0.125,0.36363636363636365,0.45454545454545453,0.18181818181818182,7,1
U0501,11,11,1778.57,161.68818181818182,49.33,261.92,3.872727272727273,6,2022-06-30,2025-12-15,Technology,Beginner,5,3,3,50,Male,0.008695652173913044,17,6,0.25,0.4090909090909091,0.45454545454545453,0.2727272727272727,7,1
U0502,18,18,2818.64,156.5911111111111,31.4,290.03,4.2444444444444445,7,2022-02-04,2025-11-20,Business,Intermediate,5,8,5,60,Female,0.012987012987012988,42,7,0.125,0.5,0.2777777777777778,0.2777777777777778,1,2
U0503,4,4,441.22,110.305,56.03,233.78,4.225,3,2023-01-23,2025-05-03,Technology,Beginner,3,1,0,54,Female,0.004807692307692308,243,3,0.625,0.125,0.75,0.0,7,1
U0504,10,10,1683.79,168.379,60.47,285.37,4.08,6,2022-08-22,2025-10-29,Health & Wellness,Beginner,5,2,3,29,Male,0.008583690987124463,64,6,0.25,0.4,0.5,0.3,5,1
U0505,9,9,1793.33,199.2588888888889,37.94,298.24,3.822222222222222,4,2022-09-23,2025-04-02,Technology,Beginner,5,3,1,20,Male,0.009750812567713976,274,4,0.5,0.2777777777777778,0.5555555555555556,0.1111111111111111,7,1
U0506,13,13,1818.56,139.88923076923078,37.89,283.88,3.976923076923077,7,2022-01-10,2025-06-11,Business,Beginner,7,4,2,18,Female,0.010408326661329063,204,7,0.125,0.3076923076923077,0.5384615384615384,0.15384615384615385,1,1
U0507,3,3,435.36,145.12,41.98,199.8,3.933333333333333,2,2023-08-24,2025-06-20,Business,Intermediate,0,3,0,50,Female,0.004497751124437781,195,2,0.75,0.5,0.0,0.0,1,2
U0508,5,5,709.36,141.872,63.24,289.92,4.08,4,2022-01-24,2025-08-13,Marketing,Advanced,2,1,2,57,Female,0.003852080123266564,141,4,0.5,0.5,0.4,0.4,6,0
U0509,16,16,2263.53,141.470625,44.83,288.81,4.225,6,2022-05-28,2025-11-04,Technology,Beginner,10,4,2,27,Female,0.012728719172633254,58,6,0.25,0.25,0.625,0.125,7,1
U0510,24,24,4270.66,177.94416666666666,75.39,288.49,4.083333333333333,7,2022-01-06,2025-12-14,Health & Wellness,Beginner,12,7,5,60,Male,0.01667824878387769,18,7,0.125,0.3541666666666667,0.5,0.20833333333333334,5,1
U0511,10,10,1728.32,172.832,86.43,297.64,4.0200000000000005,6,2022-06-29,2025-09-30,Business,Beginner,5,3,2,61,Male,0.008403361344537815,93,6,0.25,0.35,0.5,0.2,1,1
U0512,7,7,1179.32,168.4742857142857,60.87,251.38,4.414285714285714,4,2022-01-29,2025-10-07,Technology,Beginner,5,2,0,46,Female,0.0051928783382789315,86,4,0.5,0.14285714285714285,0.7142857142857143,0.0,7,1
U0513,16,16,2815.36,175.96,59.57,281.27,4.01875,8,2022-01-31,2025-08-30,Business,Intermediate,4,6,6,30,Female,0.012232415902140673,124,8,0.0,0.5625,0.25,0.375,1,2
U0514,10,10,1710.62,171.06199999999998,45.14,284.77,4.18,7,2022-08-31,2025-02-26,Data Science,Beginner,5,3,2,29,Male,0.010976948408342482,309,7,0.125,0.35,0.5,0.2,2,1
U0515,13,13,2198.78,169.1369230769231,48.04,294.82,3.946153846153846,7,2022-03-03,2025-11-25,Data Science,Beginner,7,4,2,48,Female,0.009530791788856305,37,7,0.125,0.3076923076923077,0.5384615384615384,0.15384615384615385,2,1
U0516,10,10,1659.96,165.996,76.47,279.99,4.04,6,2022-03-17,2024-07-04,Technology,Beginner,6,1,3,63,Female,0.011890606420927468,546,6,0.25,0.35,0.6,0.3,7,1
U0517,2,2,394.03,197.015,162.71,231.32,3.45,2,2022-02-24,2024-08-31,Design,Intermediate,0,2,0,19,Female,0.002173913043478261,488,2,0.75,0.5,0.0,0.0,3,2
U0518,14,14,2465.85,176.13214285714284,47.35,288.55,4.05,6,2022-10-30,2025-10-14,Finance,Beginner,5,4,5,52,Female,0.012950971322849213,79,6,0.25,0.5,0.35714285714285715,0.35714285714285715,4,1
U0519,6,6,680.98,113.49666666666667,38.69,278.68,4.05,5,2022-03-17,2025-04-28,Arts & Creativity,Beginner,5,1,0,40,Male,0.0052677787532923615,248,5,0.375,0.08333333333333333,0.8333333333333334,0.0,0,1
U0520,5,5,996.4,199.28,126.44,275.93,3.78,3,2022-01-20,2025-02-10,Technology,Intermediate,2,3,0,34,Female,0.004472271914132379,325,3,0.625,0.3,0.4,0.0,7,2
U0521,13,13,2467.23,189.78692307692307,90.97,279.93,4.146153846153846,7,2022-05-15,2025-12-03,Data Science,Beginner,7,4,2,43,Female,0.010007698229407237,29,7,0.125,0.3076923076923077,0.5384615384615384,0.15384615384615385,2,1
U0522,17,17,3236.95,190.40882352941176,75.09,288.15,4.029411764705882,6,2022-02-08,2025-12-08,Data Science,Intermediate,7,9,1,25,Female,0.012142857142857143,24,6,0.25,0.3235294117647059,0.4117647058823529,0.058823529411764705,2,2
U0523,20,20,3420.69,171.0345,37.05,293.52,4.035,6,2022-03-21,2025-10-17,Design,Beginner,9,7,4,46,Female,0.015302218821729151,76,6,0.25,0.375,0.45,0.2,3,1
U0524,14,14,2343.91,167.42214285714286,35.96,295.59,4.0,6,2022-06-29,2025-06-30,Technology,Intermediate,6,7,1,43,Female,0.012750455373406194,185,6,0.25,0.32142857142857145,0.42857142857142855,0.07142857142857142,7,2
U0525,6,6,921.13,153.52166666666668,38.87,274.09,4.183333333333334,4,2022-01-06,2025-05-27,Technology,Intermediate,1,5,0,27,Male,0.004846526655896607,219,4,0.5,0.4166666666666667,0.16666666666666666,0.0,7,2
U0526,10,10,1811.26,181.126,48.93,284.32,4.0,6,2022-03-18,2025-09-18,Business,Advanced,3,3,4,43,Female,0.0078064012490242,105,6,0.25,0.55,0.3,0.4,1,0
U0527,16,16,2705.81,169.113125,36.7,268.16,3.9875000000000003,6,2022-01-16,2025-11-22,Business,Beginner,8,6,2,51,Female,0.011371712864250177,40,6,0.25,0.3125,0.5,0.125,1,1
U0528,6,6,1261.43,210.23833333333334,138.37,262.79,3.9499999999999997,4,2022-05-11,2025-08-15,Design,Beginner,4,1,1,58,Female,0.005029337803855826,139,4,0.5,0.25,0.6666666666666666,0.16666666666666666,3,1
U0529,14,14,2306.43,164.74499999999998,29.29,277.28,4.171428571428572,7,2022-05-24,2025-12-15,Data Science,Beginner,7,3,4,24,Female,0.010752688172043012,17,7,0.125,0.39285714285714285,0.5,0.2857142857142857,2,1
U0530,15,15,2410.57,160.70466666666667,34.95,283.36,4.1,6,2022-01-26,2025-10-14,Business,Intermediate,7,7,1,21,Female,0.011045655375552283,79,6,0.25,0.3,0.4666666666666667,0.06666666666666667,1,2
U0531,5,5,712.21,142.442,33.71,223.72,4.12,4,2023-12-09,2025-12-27,Finance,Intermediate,1,4,0,62,Male,0.006666666666666667,5,4,0.5,0.4,0.2,0.0,4,2
U0532,8,8,1234.22,154.2775,50.06,293.65,3.9625,5,2022-02-18,2025-12-23,Technology,Intermediate,2,4,2,28,Female,0.0056939501779359435,9,5,0.375,0.5,0.25,0.25,7,2
U0533,20,20,3770.22,188.511,46.03,279.44,3.8549999999999995,7,2022-01-04,2025-07-15,Data Science,Beginner,11,6,3,46,Male,0.015515903801396431,170,7,0.125,0.3,0.55,0.15,2,1
U0534,3,3,323.19,107.73,77.39,157.06,3.766666666666667,3,2022-04-07,2025-02-15,Data Science,Intermediate,0,2,1,53,Male,0.0028680688336520078,320,3,0.625,0.6666666666666666,0.0,0.3333333333333333,2,2
U0535,6,6,981.6600000000001,163.61,96.41,262.6,3.9333333333333336,6,2022-09-10,2025-12-29,Marketing,Beginner,3,2,1,42,Female,0.004971002485501243,3,6,0.25,0.3333333333333333,0.5,0.16666666666666666,6,1
U0536,16,16,1974.79,123.424375,32.54,274.87,3.84375,8,2022-01-01,2025-12-02,Technology,Intermediate,4,6,6,38,Female,0.0111731843575419,30,8,0.0,0.5625,0.25,0.375,7,2
U0537,14,14,2281.09,162.935,63.65,295.66,3.8714285714285714,8,2022-07-23,2025-08-27,Arts & Creativity,Intermediate,3,7,4,53,Male,0.012367491166077738,127,8,0.0,0.5357142857142857,0.21428571428571427,0.2857142857142857,0,2
U0538,15,15,2595.13,173.00866666666667,46.91,296.89,4.246666666666667,7,2022-01-03,2025-08-24,Arts & Creativity,Intermediate,6,7,2,27,Male,0.011278195488721804,130,7,0.125,0.36666666666666664,0.4,0.13333333333333333,0,2
U0539,9,9,1014.46,112.71777777777778,31.13,207.42,3.855555555555556,6,2022-02-14,2025-11-03,Health & Wellness,Beginner,4,3,2,54,Female,0.006622516556291391,59,6,0.25,0.3888888888888889,0.4444444444444444,0.2222222222222222,5,1
U0540,10,10,1909.29,190.929,65.02,272.49,4.14,6,2022-07-31,2025-05-07,Technology,Beginner,7,3,0,26,Male,0.009881422924901186,239,6,0.25,0.15,0.7,0.0,7,1
U0541,6,6,550.95,91.825,40.28,210.27,4.083333333333333,4,2023-07-13,2025-11-10,Technology,Intermediate,2,4,0,41,Male,0.007042253521126761,52,4,0.5,0.3333333333333333,0.3333333333333333,0.0,7,2
U0542,14,14,2953.69,210.97785714285715,98.59,299.0,4.107142857142857,7,2022-03-14,2025-09-05,Technology,Beginner,6,5,3,52,Male,0.0110062893081761,118,7,0.125,0.39285714285714285,0.42857142857142855,0.21428571428571427,7,1
U0543,9,9,1338.34,148.70444444444445,30.12,277.27,3.9777777777777774,5,2022-10-12,2025-07-29,Technology,Intermediate,2,5,2,52,Male,0.008806262230919765,156,5,0.375,0.5,0.2222222222222222,0.2222222222222222,7,2
U0544,7,7,1057.75,151.10714285714286,30.87,272.09,4.1,7,2022-04-02,2025-12-23,Finance,Beginner,4,1,2,53,Male,0.005139500734214391,9,7,0.125,0.35714285714285715,0.5714285714285714,0.2857142857142857,4,1
U0545,15,15,2943.81,196.254,43.02,298.77,4.093333333333333,8,2022-01-18,2025-12-02,Business,Beginner,8,5,2,35,Male,0.01060070671378092,30,8,0.0,0.3,0.5333333333333333,0.13333333333333333,1,1
U0546,6,6,787.77,131.295,42.01,269.29,4.55,3,2023-06-17,2024-05-12,Design,Beginner,3,1,2,56,Male,0.01812688821752266,599,3,0.625,0.4166666666666667,0.5,0.3333333333333333,3,1
U0547,14,14,2833.56,202.39714285714285,55.17,289.32,4.078571428571428,6,2022-02-11,2025-09-18,Data Science,Beginner,8,3,3,49,Female,0.010638297872340425,105,6,0.25,0.32142857142857145,0.5714285714285714,0.21428571428571427,2,1
U0548,4,4,842.28,210.57,103.76,292.24,3.9749999999999996,3,2022-08-21,2025-04-23,Business,Intermediate,1,3,0,41,Female,0.0040941658137154556,253,3,0.625,0.375,0.25,0.0,1,2
U0549,14,14,2241.79,160.12785714285715,36.46,271.87,3.957142857142857,7,2022-02-04,2024-07-18,Technology,Beginner,9,2,3,40,Female,0.015625,532,7,0.125,0.2857142857142857,0.6428571428571429,0.21428571428571427,7,1
U0550,16,16,2412.55,150.784375,35.17,294.96,4.05,8,2022-03-13,2025-10-16,Technology,Beginner,9,6,1,49,Male,0.0121765601217656,77,8,0.0,0.25,0.5625,0.0625,7,1
U0551,14,14,2086.6400000000003,149.0457142857143,36.47,288.17,3.992857142857143,7,2022-01-30,2025-08-10,Design,Beginner,9,1,4,54,Male,0.010861132660977503,144,7,0.125,0.32142857142857145,0.6428571428571429,0.2857142857142857,3,1
U0552,20,20,2792.3199999999997,139.61599999999999,37.97,297.82,4.095000000000001,7,2022-03-10,2025-10-18,Technology,Intermediate,8,9,3,29,Female,0.015163002274450341,75,7,0.125,0.375,0.4,0.15,7,2
U0553,5,5,1012.26,202.452,147.99,255.57,3.7,5,2023-08-24,2025-06-07,Marketing,Intermediate,1,2,2,30,Male,0.00764525993883792,208,5,0.375,0.6,0.2,0.4,6,2
U0554,11,11,1410.43,128.2209090909091,32.4,245.37,4.081818181818182,5,2022-07-12,2025-10-26,Technology,Beginner,7,3,1,40,Female,0.00914380714879468,67,5,0.375,0.22727272727272727,0.6363636363636364,0.09090909090909091,7,1
U0555,19,19,3562.46,187.4978947368421,52.81,287.06,4.1000000000000005,8,2022-05-24,2025-12-17,Design,Beginner,8,8,3,42,Female,0.014570552147239263,15,8,0.0,0.3684210526315789,0.42105263157894735,0.15789473684210525,3,1
U0556,5,5,1071.31,214.262,148.98,259.47,4.340000000000001,4,2022-05-26,2025-01-06,Finance,Beginner,3,2,0,52,Female,0.00522466039707419,360,4,0.5,0.2,0.6,0.0,4,1
U0557,7,7,980.48,140.06857142857143,86.6,229.03,4.328571428571428,5,2022-06-05,2025-07-21,Marketing,Beginner,4,2,1,58,Male,0.006124234470691163,164,5,0.375,0.2857142857142857,0.5714285714285714,0.14285714285714285,6,1
U0558,19,19,3365.62,177.1378947368421,48.96,298.39,4.026315789473684,8,2022-01-27,2025-09-28,Technology,Intermediate,6,11,2,47,Male,0.014168530947054437,95,8,0.0,0.39473684210526316,0.3157894736842105,0.10526315789473684,7,2
U0559,3,3,442.5,147.5,98.23,176.07,4.066666666666667,2,2022-03-14,2025-10-31,Technology,Beginner,3,0,0,34,Female,0.002259036144578313,62,2,0.75,0.0,1.0,0.0,7,1
U0560,6,6,1244.95,207.49166666666667,69.82,295.0,3.8666666666666667,4,2022-10-04,2024-07-07,Data Science,Beginner,4,0,2,37,Male,0.00933125972006221,543,4,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,2,1
U0561,17,17,2897.02,170.41294117647058,54.34,269.32,4.211764705882352,8,2022-05-05,2025-10-30,Design,Beginner,10,7,0,42,Female,0.013333333333333334,63,8,0.0,0.20588235294117646,0.5882352941176471,0.0,3,1
U0562,14,14,2581.63,184.40214285714288,64.38,295.22,4.242857142857143,5,2022-01-22,2025-09-27,Technology,Beginner,12,2,0,39,Female,0.010408921933085501,96,5,0.375,0.07142857142857142,0.8571428571428571,0.0,7,1
U0563,5,5,666.24,133.248,31.28,287.67,4.16,3,2023-03-24,2025-01-07,Technology,Intermediate,2,2,1,30,Non-Binary,0.007621951219512195,359,3,0.625,0.4,0.4,0.2,7,2
U0564,15,15,2769.5,184.63333333333333,39.66,291.13,4.126666666666667,7,2022-02-28,2025-06-13,Technology,Intermediate,7,8,0,36,Male,0.012479201331114808,202,7,0.125,0.26666666666666666,0.4666666666666667,0.0,7,2
U0565,21,21,3433.79,163.51380952380953,49.74,292.39,4.119047619047619,7,2022-01-17,2025-12-11,Technology,Beginner,12,5,4,53,Female,0.014736842105263158,21,7,0.125,0.30952380952380953,0.5714285714285714,0.19047619047619047,7,1
U0566,5,5,440.81,88.162,39.53,218.19,3.9,4,2022-02-17,2025-05-24,Business,Beginner,2,1,2,29,Female,0.004191114836546521,222,4,0.5,0.5,0.4,0.4,1,1
U0567,7,7,1119.75,159.96428571428572,29.94,270.53,4.371428571428572,4,2022-05-16,2025-10-27,Technology,Beginner,5,2,0,58,Male,0.0055511498810467885,66,4,0.5,0.14285714285714285,0.7142857142857143,0.0,7,1
U0568,13,13,2221.13,170.85615384615386,37.66,292.98,4.2384615384615385,5,2022-04-01,2025-11-18,Design,Beginner,7,3,3,36,Male,0.009789156626506024,44,5,0.375,0.34615384615384615,0.5384615384615384,0.23076923076923078,3,1
U0569,10,10,1653.27,165.327,58.82,278.0,4.32,5,2023-02-26,2025-06-08,Data Science,Beginner,7,2,1,29,Female,0.011990407673860911,207,5,0.375,0.2,0.7,0.1,2,1
U0570,22,22,3450.5,156.8409090909091,29.56,296.24,4.054545454545455,5,2022-01-08,2025-12-24,Technology,Intermediate,8,9,5,26,Male,0.01520387007601935,8,5,0.375,0.4318181818181818,0.36363636363636365,0.22727272727272727,7,2
U0571,14,14,2011.6,143.68571428571428,34.87,286.57,4.228571428571429,6,2022-05-06,2025-12-26,Business,Beginner,9,5,0,24,Male,0.010518407212622089,6,6,0.25,0.17857142857142858,0.6428571428571429,0.0,1,1
U0572,13,13,2486.16,191.2430769230769,50.75,298.67,4.1692307692307695,6,2022-05-09,2025-10-29,Business,Beginner,7,3,3,45,Male,0.010236220472440945,64,6,0.25,0.34615384615384615,0.5384615384615384,0.23076923076923078,1,1
U0573,14,14,2232.1,159.43571428571428,36.25,277.75,4.164285714285714,7,2022-01-10,2025-07-28,Technology,Beginner,6,5,3,31,Female,0.010802469135802469,157,7,0.125,0.39285714285714285,0.42857142857142855,0.21428571428571427,7,1
U0574,9,9,1244.8600000000001,138.3177777777778,36.73,285.92,4.011111111111111,4,2022-02-06,2025-09-22,Technology,Beginner,5,1,3,48,Female,0.006792452830188679,101,4,0.5,0.3888888888888889,0.5555555555555556,0.3333333333333333,7,1
U0575,4,4,775.74,193.935,123.42,284.64,4.1,3,2022-02-22,2025-04-30,Data Science,Intermediate,1,3,0,36,Female,0.003436426116838488,246,3,0.625,0.375,0.25,0.0,2,2
