UserID,total_courses,total_transactions,total_spending,avg_spending,min_spending,max_spending,avg_course_rating,n_categories,first_enroll,last_enroll,preferred_category,preferred_level,Beginner,Intermediate,Advanced,Age,Gender,enrollment_frequency,diversity_score,category_concentration,beginner_ratio,advanced_ratio,learning_depth_index,recency_days,preferred_category_enc,preferred_level_enc,total_cpd_points,completion_rate,ProfessionType,YearsExperience,Country,Cluster,SegmentName,PCA_1,PCA_2,SilhouetteVal
P0073,23,23,17917.85,779.0369565217391,327.66,1538.33,4.252173913043478,6,2022-04-18,2025-12-24,Fundamental Movement Skills,Intermediate,4,14,5,40,Female,0.017074981440237565,6,0.0,0.17391304347826086,0.21739130434782608,0.5217391304347826,8,3,2,72,0.7391304347826086,Physiotherapist,25,United Kingdom,0,🎓 Eager Learners,2.460068528353468,0.2267945592155322,0.492958653031463
P0074,2,2,1434.01,717.005,573.88,860.13,4.45,2,2024-07-16,2024-12-30,Fundamental Movement Skills,Intermediate,0,2,0,27,Female,0.011904761904761904,2,0.6666666666666667,0.0,0.0,0.5,367,3,2,8,1.0,Kinderkineticist,13,New Zealand,3,👀 Curious Browsers,-2.816113583516964,0.202281565701581,0.07871549964854702
P0075,22,22,13552.73,616.0331818181818,306.7,1372.91,4.122727272727273,6,2022-01-19,2025-12-29,DCD & Motor Disorders,Beginner,15,5,2,49,Male,0.015267175572519083,6,0.0,0.6818181818181818,0.09090909090909091,0.20454545454545456,3,2,1,44,0.7727272727272727,Classroom Teacher,27,South Africa,0,🎓 Eager Learners,2.340994448799475,-1.3175739963971023,0.5123698193439882
P0076,27,27,16295.87,603.5507407407408,301.75,1351.22,4.403703703703704,6,2022-05-28,2025-12-24,DCD & Motor Disorders,Beginner,17,8,2,41,Female,0.020657995409334353,6,0.0,0.6296296296296297,0.07407407407407407,0.2222222222222222,8,2,1,62,0.7407407407407407,Occupational Therapist,11,South Africa,0,🎓 Eager Learners,2.408102161077464,-1.4812900613681508,0.5411453563152967
P0077,19,19,13161.13,692.6910526315789,327.56,1355.3,4.321052631578947,5,2022-01-02,2025-03-14,Fundamental Movement Skills,Beginner,9,5,5,35,Male,0.016267123287671232,5,0.16666666666666663,0.47368421052631576,0.2631578947368421,0.39473684210526316,293,3,1,46,0.6842105263157895,Kinderkineticist,9,Australia,0,🎓 Eager Learners,0.7391136259296766,-0.5945219592277128,0.42831261713090507
P0078,23,23,15854.279999999999,689.3165217391304,314.4,1480.51,4.256521739130435,6,2022-01-02,2025-12-23,Sensory Processing,Beginner,11,8,4,31,Female,0.01584022038567493,6,0.0,0.4782608695652174,0.17391304347826086,0.34782608695652173,9,4,1,56,0.7391304347826086,Occupational Therapist,15,New Zealand,0,🎓 Eager Learners,2.2825299870011193,-0.5681214946666171,0.49485439454952307
P0079,18,18,12472.54,692.9188888888889,304.54,1296.35,4.4,5,2022-01-06,2025-03-20,DCD & Motor Disorders,Intermediate,6,8,4,44,Female,0.015384615384615385,5,0.16666666666666663,0.3333333333333333,0.2222222222222222,0.4444444444444444,287,2,2,54,0.7777777777777778,Classroom Teacher,33,Other,0,🎓 Eager Learners,0.8301036761766002,-0.6549846248204414,0.4729318639143668
P0080,19,19,12979.53,683.1331578947369,333.78,1523.31,4.368421052631579,6,2022-01-25,2025-12-25,DCD & Motor Disorders,Beginner,9,6,4,48,Female,0.013277428371767994,6,0.0,0.47368421052631576,0.21052631578947367,0.3684210526315789,7,2,1,46,0.6842105263157895,Occupational Therapist,19,New Zealand,0,🎓 Eager Learners,2.009017986534108,-0.5459649485348833,0.5550951948798688
P0081,20,20,13769.93,688.4965,295.95,1330.54,4.38,6,2022-03-05,2025-05-22,Sensory Processing,Intermediate,6,10,4,59,Male,0.01702127659574468,6,0.0,0.3,0.2,0.45,224,4,2,70,0.9,Kinderkineticist,13,New Zealand,0,🎓 Eager Learners,1.9267893440221993,-0.5864952270662406,0.48717837251046525
P0082,7,7,7757.21,1108.172857142857,792.64,1465.47,4.3428571428571425,4,2023-01-05,2025-02-10,DCD & Motor Disorders,Advanced,0,2,5,39,Female,0.009114583333333334,4,0.33333333333333337,0.0,0.7142857142857143,0.8571428571428571,325,2,0,28,0.7142857142857143,Kinderkineticist,16,South Africa,2,🔬 Clinical Experts,-1.0844098621078435,2.917429399511225,0.5303147016021547
P0083,26,26,17620.3,677.7038461538461,298.5,1312.07,4.2615384615384615,6,2022-03-16,2025-11-26,Fundamental Movement Skills,Beginner,12,10,4,28,Female,0.019230769230769232,6,0.0,0.46153846153846156,0.15384615384615385,0.34615384615384615,36,3,1,64,0.6923076923076923,Physiotherapist,10,South Africa,0,🎓 Eager Learners,2.40232165329503,-0.6187757194028121,0.5440299327817303
P0084,25,25,17065.85,682.6339999999999,302.82,1357.81,4.303999999999999,5,2022-01-22,2025-11-08,DCD & Motor Disorders,Intermediate,6,15,4,55,Male,0.01802451333813987,5,0.16666666666666663,0.24,0.16,0.46,54,2,2,84,0.88,Kinderkineticist,23,South Africa,0,🎓 Eager Learners,1.591799640703552,-0.377603154657396,0.5062723859230264
P0085,8,8,6356.400000000001,794.5500000000001,272.05,1430.66,4.2375,5,2023-01-29,2025-03-11,Fundamental Movement Skills,Advanced,2,3,3,47,Female,0.01034928848641656,5,0.16666666666666663,0.25,0.375,0.5625,296,3,0,34,1.0,Classroom Teacher,12,United Kingdom,2,🔬 Clinical Experts,0.03304594224230368,1.0207383757156554,0.1320487675455298
P0086,3,3,1903.44,634.48,326.61,1050.08,4.566666666666666,2,2023-03-25,2025-03-20,Classroom Interventions,Beginner,2,1,0,50,Female,0.0041265474552957355,2,0.6666666666666667,0.6666666666666666,0.0,0.16666666666666666,287,1,1,8,1.0,Kinderkineticist,19,Netherlands,3,👀 Curious Browsers,-2.9113874623578835,-1.5704867457227458,0.4027198534996111
P0087,9,9,10137.27,1126.3633333333335,778.87,1584.82,4.344444444444445,4,2022-05-08,2025-05-31,Fundamental Movement Skills,Advanced,0,1,8,25,Female,0.008035714285714285,4,0.33333333333333337,0.0,0.8888888888888888,0.9444444444444444,215,3,0,52,1.0,Classroom Teacher,12,South Africa,2,🔬 Clinical Experts,-0.8402677102775536,3.1795737770381733,0.5223451466083191
P0088,1,1,455.73,455.73,455.73,455.73,4.8,1,2023-04-25,2023-04-25,Fundamental Movement Skills,Beginner,1,0,0,34,Male,1.0,1,0.8333333333333334,1.0,0.0,0.0,982,3,1,2,1.0,Parent/Caregiver,11,United Kingdom,1,📜 CPD Collectors,-6.30565159370752,-4.2105339185874096,0.3404626953402131
P0089,3,3,1944.3799999999999,648.1266666666667,412.29,883.28,4.1,2,2022-05-11,2024-09-20,Classroom Interventions,Beginner,2,0,1,52,Female,0.003472222222222222,2,0.6666666666666667,0.6666666666666666,0.3333333333333333,0.3333333333333333,468,1,1,10,1.0,Physiotherapist,33,South Africa,3,👀 Curious Browsers,-2.8643583410928577,-0.9439467578527753,0.3652160094959265
P0090,3,3,2108.76,702.9200000000001,377.95,873.79,4.033333333333333,3,2022-08-25,2024-01-10,Assessment & Diagnosis,Intermediate,1,2,0,55,Male,0.005952380952380952,3,0.5,0.3333333333333333,0.0,0.3333333333333333,722,0,2,4,0.3333333333333333,Kinderkineticist,12,South Africa,3,👀 Curious Browsers,-2.0805189225195933,-0.6498395921375406,0.23604012993033643
P0091,15,15,10943.4,729.56,330.19,1293.94,4.180000000000001,6,2022-02-04,2025-11-04,Classroom Interventions,Intermediate,4,8,3,39,Female,0.010948905109489052,6,0.0,0.26666666666666666,0.2,0.4666666666666667,58,1,2,54,0.9333333333333333,Occupational Therapist,2,South Africa,0,🎓 Eager Learners,2.0375453656586635,-0.06027590835945086,0.49369451765515915
P0092,13,13,12752.83,980.9869230769231,430.5,1602.32,4.223076923076923,6,2022-02-24,2025-09-07,DCD & Motor Disorders,Advanced,2,4,7,54,Male,0.010061919504643963,6,0.0,0.15384615384615385,0.5384615384615384,0.6923076923076923,116,2,0,62,1.0,Classroom Teacher,13,South Africa,2,🔬 Clinical Experts,1.4138902474579742,2.064950647449313,0.10164708737588173
P0093,24,24,15690.14,653.7558333333333,274.58,1243.02,4.066666666666666,6,2022-01-20,2025-12-29,Fundamental Movement Skills,Beginner,10,10,4,55,Male,0.016666666666666666,6,0.0,0.4166666666666667,0.16666666666666666,0.375,3,3,1,60,0.7083333333333334,Kinderkineticist,18,Netherlands,0,🎓 Eager Learners,2.48372541131174,-0.36900209820754576,0.47672358514310476
P0094,5,5,1944.31,388.86199999999997,313.7,513.41,4.0600000000000005,3,2022-11-03,2025-12-07,Classroom Interventions,Beginner,5,0,0,37,Female,0.004420866489832007,3,0.5,1.0,0.0,0.0,25,1,1,8,0.8,Physiotherapist,3,South Africa,3,👀 Curious Browsers,-1.178193204150741,-2.7487808690016893,0.29399257868268985
P0095,20,20,12448.9,622.4449999999999,312.21,1585.4,4.235,6,2022-02-06,2025-06-01,Sensory Processing,Beginner,11,7,2,57,Male,0.0165016501650165,6,0.0,0.55,0.1,0.275,214,4,1,48,0.75,Occupational Therapist,10,New Zealand,0,🎓 Eager Learners,1.8671176139929673,-1.099949233534733,0.4928077558281008
P0096,2,2,769.39,384.695,296.83,472.56,4.95,2,2022-11-30,2023-07-29,Sensory Processing,Beginner,2,0,0,33,Male,0.008264462809917356,2,0.6666666666666667,1.0,0.0,0.0,887,4,1,0,0.0,School Psychologist,5,United Kingdom,3,👀 Curious Browsers,-4.033327180457392,-3.8317220962558802,0.2214652199984128
P0097,7,7,7447.889999999999,1063.9842857142855,295.13,1343.33,4.128571428571428,5,2022-07-02,2025-06-17,DCD & Motor Disorders,Advanced,1,0,6,31,Male,0.006469500924214418,5,0.16666666666666663,0.14285714285714285,0.8571428571428571,0.8571428571428571,198,2,0,32,0.8571428571428571,Physiotherapist,17,South Africa,2,🔬 Clinical Experts,0.12849243636633237,2.759576981068762,0.4109061920102179
P0098,5,5,2120.88,424.17600000000004,373.81,500.42,4.14,3,2022-05-31,2025-11-12,Classroom Interventions,Beginner,5,0,0,49,Female,0.003961965134706815,3,0.5,1.0,0.0,0.0,50,1,1,6,0.6,Kinderkineticist,25,South Africa,3,👀 Curious Browsers,-1.273082722291811,-2.716101354790069,0.32308168468076853
P0099,15,15,10758.47,717.2313333333333,317.11,968.47,4.2733333333333325,6,2022-02-25,2025-12-29,Assessment & Diagnosis,Intermediate,2,10,3,47,Female,0.010683760683760684,6,0.0,0.13333333333333333,0.2,0.5333333333333333,3,0,2,44,0.7333333333333333,Occupational Therapist,33,Australia,0,🎓 Eager Learners,2.064625148482546,0.25604349177390023,0.41246909753978206
P0100,8,8,4388.42,548.5525,302.36,956.16,4.325,5,2022-05-08,2025-09-17,Sensory Processing,Beginner,5,3,0,27,Female,0.006509357200976403,5,0.16666666666666663,0.625,0.0,0.1875,106,4,1,12,0.5,Parent/Caregiver,13,South Africa,0,🎓 Eager Learners,0.4575982765182714,-1.504023795613341,0.23082597774562696
P0101,6,6,6429.47,1071.5783333333334,359.36,1478.18,4.233333333333333,2,2022-06-26,2024-07-26,DCD & Motor Disorders,Advanced,1,1,4,55,Female,0.007874015748031496,2,0.6666666666666667,0.16666666666666666,0.6666666666666666,0.75,524,2,0,30,1.0,Occupational Therapist,30,Netherlands,2,🔬 Clinical Experts,-3.12773881544296,2.2624031252954393,0.33228233685977965
P0102,13,13,9149.12,703.7784615384616,328.85,1310.42,4.492307692307692,6,2022-01-22,2025-09-06,DCD & Motor Disorders,Intermediate,4,6,3,29,Female,0.009818731117824773,6,0.0,0.3076923076923077,0.23076923076923078,0.46153846153846156,117,2,2,42,0.8461538461538461,Occupational Therapist,7,South Africa,0,🎓 Eager Learners,1.6415717121115625,-0.4535061274912441,0.48592558733487634
P0103,7,7,6373.2300000000005,910.4614285714287,324.63,1325.52,4.242857142857143,4,2022-04-15,2025-10-22,Assessment & Diagnosis,Advanced,1,0,6,54,Female,0.005439005439005439,4,0.33333333333333337,0.14285714285714285,0.8571428571428571,0.8571428571428571,71,0,0,32,0.8571428571428571,Classroom Teacher,27,United Kingdom,2,🔬 Clinical Experts,-0.6287204310844409,2.3188322691063274,0.39369472538187616
P0104,4,4,2066.59,516.6475,297.41,764.85,4.375,3,2022-02-07,2025-03-05,Sensory Processing,Beginner,3,1,0,22,Female,0.003561887800534283,3,0.5,0.75,0.0,0.125,302,4,1,4,0.5,School Psychologist,19,Australia,3,👀 Curious Browsers,-1.8445913759708363,-2.05215283649343,0.341299990385355
P0105,7,7,7239.33,1034.19,731.78,1378.3,4.385714285714285,4,2022-03-04,2024-11-02,DCD & Motor Disorders,Advanced,0,2,5,53,Female,0.0071794871794871795,4,0.33333333333333337,0.0,0.7142857142857143,0.8571428571428571,425,2,0,26,0.7142857142857143,Occupational Therapist,26,South Africa,2,🔬 Clinical Experts,-1.2338064742825066,2.6250153245753274,0.4960341056228888
P0106,14,14,9715.51,693.965,318.71,1505.03,4.328571428571428,6,2022-01-22,2025-01-11,DCD & Motor Disorders,Intermediate,6,7,1,53,Female,0.01289134438305709,6,0.0,0.42857142857142855,0.07142857142857142,0.32142857142857145,355,2,2,28,0.5714285714285714,Physiotherapist,26,South Africa,0,🎓 Eager Learners,1.4719883110135985,-1.0157809790922727,0.5078901916249071
P0107,20,20,13774.1,688.705,277.91,1409.88,4.225,6,2022-02-11,2025-09-27,Classroom Interventions,Beginner,10,6,4,53,Male,0.01509433962264151,6,0.0,0.5,0.2,0.35,96,1,1,46,0.65,Classroom Teacher,18,Other,0,🎓 Eager Learners,2.032903178412659,-0.5643766100767336,0.5249654859871583
P0108,2,2,1064.0,532.0,421.83,642.17,3.55,2,2023-10-18,2024-04-14,Classroom Interventions,Intermediate,1,1,0,48,Male,0.011111111111111112,2,0.6666666666666667,0.5,0.0,0.25,627,1,2,6,1.0,Classroom Teacher,9,South Africa,3,👀 Curious Browsers,-2.5568431262165205,-1.233998897123239,0.21446258434872822
P0109,9,9,10465.64,1162.8488888888887,824.26,1436.93,4.211111111111111,5,2022-08-10,2025-11-09,DCD & Motor Disorders,Advanced,0,1,8,40,Female,0.007575757575757576,5,0.16666666666666663,0.0,0.8888888888888888,0.9444444444444444,53,2,0,46,0.8888888888888888,Physiotherapist,18,South Africa,2,🔬 Clinical Experts,0.3643245054631093,3.476764402214551,0.439304890853194
P0110,3,3,2593.23,864.41,442.92,1309.5,4.3,2,2024-02-27,2025-04-25,DCD & Motor Disorders,Advanced,1,1,1,50,Female,0.007075471698113208,2,0.6666666666666667,0.3333333333333333,0.3333333333333333,0.5,251,2,0,0,0.0,Kinderkineticist,28,South Africa,2,🔬 Clinical Experts,-2.9051910288324474,0.9691019579796956,0.10573070043098785
P0111,19,19,12651.34,665.86,324.99,1194.61,4.326315789473685,4,2022-01-17,2025-12-19,DCD & Motor Disorders,Beginner,8,7,4,33,Male,0.013258897418004187,4,0.33333333333333337,0.42105263157894735,0.21052631578947367,0.39473684210526316,13,2,1,54,0.7368421052631579,Classroom Teacher,33,South Africa,0,🎓 Eager Learners,0.2454853025903277,-0.4313639099592693,0.31303415765867726
P0112,1,1,551.46,551.46,551.46,551.46,4.5,1,2022-05-06,2022-05-06,Sport & Leisure,Beginner,1,0,0,53,Female,1.0,1,0.8333333333333334,1.0,0.0,0.0,1336,5,1,2,1.0,Classroom Teacher,32,Australia,1,📜 CPD Collectors,-6.6199083748377285,-3.9279394929100864,0.29158446307423275
P0113,22,22,13704.87,622.9486363636364,361.13,1032.92,4.318181818181818,6,2022-12-24,2025-11-27,Fundamental Movement Skills,Beginner,12,9,1,44,Female,0.020560747663551402,6,0.0,0.5454545454545454,0.045454545454545456,0.25,35,3,1,46,0.7272727272727273,Classroom Teacher,6,Australia,0,🎓 Eager Learners,2.164285906670258,-1.1247518205641127,0.5700462008295353
P0114,7,7,7184.29,1026.327142857143,612.99,1238.55,4.257142857142857,4,2022-07-04,2025-02-10,Sensory Processing,Advanced,0,1,6,40,Female,0.007345225603357817,4,0.33333333333333337,0.0,0.8571428571428571,0.9285714285714286,325,4,0,36,0.8571428571428571,Kinderkineticist,20,South Africa,2,🔬 Clinical Experts,-1.0193573209058722,2.876588277486068,0.4730597302479582
P0115,11,11,7695.2300000000005,699.5663636363637,361.59,1492.8,4.1000000000000005,5,2022-01-14,2025-11-25,DCD & Motor Disorders,Intermediate,4,5,2,42,Female,0.007790368271954674,5,0.16666666666666663,0.36363636363636365,0.18181818181818182,0.4090909090909091,37,2,2,22,0.6363636363636364,Occupational Therapist,3,New Zealand,0,🎓 Eager Learners,1.0171744176622013,-0.34311689358946873,0.4080226978190745
P0116,6,6,6534.8,1089.1333333333334,817.21,1415.26,4.333333333333333,4,2022-04-10,2023-10-28,DCD & Motor Disorders,Advanced,0,1,5,44,Female,0.010582010582010581,4,0.33333333333333337,0.0,0.8333333333333334,0.9166666666666666,796,2,0,34,1.0,School Psychologist,23,South Africa,2,🔬 Clinical Experts,-1.7851717084067174,2.76301254903633,0.4047634770205489
P0117,22,22,15599.16,709.0527272727272,318.6,1328.49,4.25,6,2022-01-26,2025-12-19,Fundamental Movement Skills,Intermediate,9,9,4,23,Male,0.01544943820224719,6,0.0,0.4090909090909091,0.18181818181818182,0.38636363636363635,13,3,2,54,0.5909090909090909,Classroom Teacher,34,South Africa,0,🎓 Eager Learners,2.4062285719050567,-0.6687616244552238,0.5772695354503181
P0118,6,6,5639.05,939.8416666666667,593.33,1385.58,4.466666666666667,4,2022-09-27,2025-02-20,Assessment & Diagnosis,Advanced,0,3,3,27,Female,0.00683371298405467,4,0.33333333333333337,0.0,0.5,0.75,315,0,0,26,0.8333333333333334,Classroom Teacher,1,United Kingdom,2,🔬 Clinical Experts,-1.1542336228509087,2.1575089940936736,0.3782562907245177
P0119,23,23,12736.33,553.7534782608695,285.71,948.18,4.317391304347826,6,2022-05-25,2025-06-14,Fundamental Movement Skills,Beginner,15,7,1,31,Female,0.020590868397493287,6,0.0,0.6521739130434783,0.043478260869565216,0.1956521739130435,201,3,1,38,0.5652173913043478,Occupational Therapist,22,Other,0,🎓 Eager Learners,1.99577309254592,-1.724754963668579,0.5141342206730313
P0120,7,7,7093.73,1013.39,317.3,1493.24,4.271428571428571,4,2022-05-31,2025-02-13,Assessment & Diagnosis,Advanced,1,2,4,26,Male,0.007070707070707071,4,0.33333333333333337,0.14285714285714285,0.5714285714285714,0.7142857142857143,322,0,0,34,1.0,Occupational Therapist,33,South Africa,2,🔬 Clinical Experts,-1.0070377237630106,2.159931842149969,0.4029889502042639
P0121,9,9,6051.51,672.39,344.87,1323.79,4.233333333333333,4,2022-07-18,2025-07-08,DCD & Motor Disorders,Beginner,5,2,2,39,Male,0.00827966881324747,4,0.33333333333333337,0.5555555555555556,0.2222222222222222,0.3333333333333333,177,2,1,16,0.5555555555555556,Classroom Teacher,29,South Africa,3,👀 Curious Browsers,-0.44845990667896773,-0.6873982267081912,-0.04176435671633826
P0122,4,4,1871.08,467.77,330.73,643.99,4.125,3,2023-08-28,2024-07-13,Classroom Interventions,Beginner,3,1,0,48,Female,0.012461059190031152,3,0.5,0.75,0.0,0.125,537,1,1,8,0.75,Occupational Therapist,13,South Africa,3,👀 Curious Browsers,-1.9949689566396545,-2.116012934307783,0.4094617378253295
P0123,10,10,8819.94,881.994,536.12,1387.57,4.41,5,2022-09-14,2025-02-20,DCD & Motor Disorders,Intermediate,1,6,3,48,Female,0.01122334455667789,5,0.16666666666666663,0.1,0.3,0.6,315,2,2,36,0.8,Parent/Caregiver,3,Australia,0,🎓 Eager Learners,0.3407123143676372,0.7030860085709278,0.16543670000848412
P0124,12,12,13608.62,1134.0516666666667,684.12,1535.64,4.216666666666667,4,2022-01-23,2025-08-23,DCD & Motor Disorders,Advanced,0,2,10,40,Female,0.009167303284950344,4,0.33333333333333337,0.0,0.8333333333333334,0.9166666666666666,131,2,0,52,0.75,Physiotherapist,32,South Africa,2,🔬 Clinical Experts,-0.4784556854956648,3.250716133971159,0.51818073750721
P0125,14,14,8467.39,604.8135714285714,326.52,913.06,4.25,6,2022-05-12,2025-12-04,DCD & Motor Disorders,Intermediate,5,8,1,56,Female,0.010744435917114352,6,0.0,0.35714285714285715,0.07142857142857142,0.35714285714285715,28,2,2,32,0.7142857142857143,Classroom Teacher,32,South Africa,0,🎓 Eager Learners,2.0024293399207784,-0.8432582629606294,0.5729370722547581
P0126,23,23,17103.83,743.6447826086958,345.82,1121.3,4.230434782608696,6,2022-01-06,2025-12-13,Classroom Interventions,Intermediate,3,16,4,44,Female,0.015994436717663423,6,0.0,0.13043478260869565,0.17391304347826086,0.5217391304347826,19,1,2,90,0.9565217391304348,School Psychologist,20,Australia,0,🎓 Eager Learners,2.4781606432433727,0.23196964825516825,0.48512207409389413
P0127,21,21,14048.16,668.96,310.31,1386.98,4.190476190476191,6,2022-03-20,2025-11-23,Classroom Interventions,Intermediate,8,12,1,25,Male,0.015613382899628252,6,0.0,0.38095238095238093,0.047619047619047616,0.3333333333333333,39,1,2,62,0.9047619047619048,Physiotherapist,34,South Africa,0,🎓 Eager Learners,2.3783789763799836,-0.7879795696178987,0.5633236633813913
P0128,25,25,15843.28,633.7312000000001,330.26,1102.17,4.256,6,2022-02-16,2025-07-08,Fundamental Movement Skills,Beginner,12,11,2,52,Female,0.020177562550443905,6,0.0,0.48,0.08,0.3,177,3,1,54,0.68,Physiotherapist,0,South Africa,0,🎓 Eager Learners,2.168004942302133,-0.9340973319521596,0.5485216629337848
P0129,3,3,2676.41,892.1366666666667,828.33,950.11,4.366666666666666,3,2022-06-05,2025-11-12,Assessment & Diagnosis,Advanced,0,1,2,44,Female,0.002386634844868735,3,0.5,0.0,0.6666666666666666,0.8333333333333334,50,0,0,16,1.0,Kinderkineticist,21,South Africa,2,🔬 Clinical Experts,-1.7644918442743924,2.4348638008929466,0.40393461887394605
P0130,22,22,14648.76,665.8527272727273,363.8,998.8,4.177272727272727,6,2022-02-03,2025-10-14,Classroom Interventions,Intermediate,8,12,2,47,Male,0.016296296296296295,6,0.0,0.36363636363636365,0.09090909090909091,0.36363636363636365,79,1,2,50,0.6818181818181818,Kinderkineticist,1,South Africa,0,🎓 Eager Learners,2.3835182247470663,-0.7247059128182808,0.5558295029026185
P0131,14,14,13780.71,984.3364285714285,541.99,1493.95,4.385714285714285,5,2022-02-15,2025-11-08,Fundamental Movement Skills,Advanced,0,5,9,44,Female,0.010271460014673514,5,0.16666666666666663,0.0,0.6428571428571429,0.8214285714285714,54,3,0,74,1.0,Physiotherapist,32,South Africa,2,🔬 Clinical Experts,0.5491444757781371,2.514125131754477,0.3260412476588144
P0132,14,14,14083.51,1005.965,390.59,1557.4,4.228571428571429,5,2022-01-09,2025-07-09,DCD & Motor Disorders,Advanced,1,4,9,44,Male,0.010954616588419406,5,0.16666666666666663,0.07142857142857142,0.6428571428571429,0.7857142857142857,176,2,0,60,0.8571428571428571,Kinderkineticist,23,New Zealand,2,🔬 Clinical Experts,0.4790665306560356,2.4291789602783807,0.35760893119398357
P0133,9,9,9021.83,1002.4255555555555,527.32,1400.21,4.466666666666667,4,2022-09-08,2025-09-17,Sensory Processing,Advanced,1,2,6,25,Male,0.0081374321880651,4,0.33333333333333337,0.1111111111111111,0.6666666666666666,0.7777777777777778,106,4,0,46,1.0,School Psychologist,31,United Kingdom,2,🔬 Clinical Experts,-0.7464649084468219,2.2337321966449046,0.3939881468130162
P0134,12,12,12060.24,1005.02,497.94,1430.47,4.291666666666667,5,2022-02-01,2025-12-25,DCD & Motor Disorders,Advanced,0,5,7,44,Female,0.008426966292134831,5,0.16666666666666663,0.0,0.5833333333333334,0.7916666666666666,7,2,0,46,0.75,Physiotherapist,19,United Kingdom,2,🔬 Clinical Experts,0.5754157501910221,2.633254350333463,0.37218280075497173
P0135,17,17,9126.6,536.8588235294118,316.62,1175.7,4.170588235294118,6,2022-03-18,2025-11-04,Fundamental Movement Skills,Beginner,12,4,1,53,Female,0.012801204819277108,6,0.0,0.7058823529411765,0.058823529411764705,0.17647058823529413,58,3,1,30,0.5882352941176471,Occupational Therapist,2,Other,0,🎓 Eager Learners,1.9861937104438345,-1.661083989154427,0.4695509924422421
P0136,2,2,2159.24,1079.62,941.49,1217.75,3.8499999999999996,2,2023-02-02,2024-05-04,Classroom Interventions,Advanced,0,0,2,34,Non-Binary,0.004366812227074236,2,0.6666666666666667,0.0,1.0,1.0,607,1,0,12,1.0,Physiotherapist,0,South Africa,2,🔬 Clinical Experts,-3.1939709109050747,3.394690785772159,0.28728355835542724
P0137,10,10,9707.14,970.7139999999999,658.65,1346.08,4.25,4,2022-07-22,2025-07-23,DCD & Motor Disorders,Advanced,0,3,7,46,Female,0.009107468123861567,4,0.33333333333333337,0.0,0.7,0.85,162,2,0,54,1.0,Physiotherapist,11,South Africa,2,🔬 Clinical Experts,-0.6099182998770063,2.623857849773752,0.5191193080345045
P0138,32,32,18712.5,584.765625,273.23,1323.1,4.34375,5,2022-03-06,2025-12-30,DCD & Motor Disorders,Beginner,20,8,4,23,Male,0.022922636103151862,5,0.16666666666666663,0.625,0.125,0.25,2,2,1,60,0.65625,Occupational Therapist,26,Netherlands,0,🎓 Eager Learners,1.8237748681310426,-1.4859479730796938,0.4554742167560369
P0139,12,12,9189.2,765.7666666666668,304.03,1418.4,4.441666666666666,6,2022-02-19,2025-11-08,DCD & Motor Disorders,Intermediate,2,8,2,35,Female,0.008830022075055188,6,0.0,0.16666666666666666,0.16666666666666666,0.5,54,2,2,44,0.8333333333333334,Occupational Therapist,5,South Africa,0,🎓 Eager Learners,1.7093910946788542,0.13660779472579443,0.44105868198593506
P0140,36,36,18776.8,521.5777777777778,277.45,918.04,4.186111111111111,6,2022-02-03,2025-12-24,Fundamental Movement Skills,Beginner,24,11,1,39,Male,0.025334271639690358,6,0.0,0.6666666666666666,0.027777777777777776,0.18055555555555555,8,3,1,68,0.6666666666666666,Kinderkineticist,29,Australia,0,🎓 Eager Learners,3.0350859375617096,-1.831294916813525,0.45884749503151223
P0141,17,17,8869.49,521.734705882353,307.4,885.92,4.311764705882353,6,2022-02-05,2025-12-29,Fundamental Movement Skills,Beginner,12,5,0,61,Female,0.011938202247191011,6,0.0,0.7058823529411765,0.0,0.14705882352941177,3,3,1,36,0.7647058823529411,Physiotherapist,8,Australia,0,🎓 Eager Learners,1.9742525542033633,-1.83670872656106,0.4789756529707283
P0142,18,18,10018.1,556.5611111111111,305.52,812.83,4.316666666666666,5,2022-03-02,2025-08-15,Fundamental Movement Skills,Beginner,11,6,1,30,Female,0.014251781472684086,5,0.16666666666666663,0.6111111111111112,0.05555555555555555,0.2222222222222222,139,3,1,40,0.7777777777777778,School Psychologist,17,South Africa,0,🎓 Eager Learners,0.9334692562577158,-1.5007462629119144,0.4190883452354738
P0143,12,12,7903.72,658.6433333333333,360.43,1361.1,4.266666666666667,6,2022-01-30,2025-10-03,Fundamental Movement Skills,Intermediate,4,5,3,33,Female,0.008935219657483246,6,0.0,0.3333333333333333,0.25,0.4583333333333333,90,3,2,34,0.75,Occupational Therapist,7,South Africa,0,🎓 Eager Learners,1.7828372413063942,-0.4613618435934908,0.5161608872936936
P0144,21,21,16052.67,764.4128571428571,554.7,1234.1,4.352380952380953,6,2022-01-02,2024-12-28,Assessment & Diagnosis,Intermediate,1,16,4,38,Female,0.019230769230769232,6,0.0,0.047619047619047616,0.19047619047619047,0.5714285714285714,369,0,2,70,0.7619047619047619,Occupational Therapist,16,South Africa,0,🎓 Eager Learners,1.8054520224187778,0.3081437262868892,0.3492556656369869
