Rank,UserID,CourseID,CourseCategory,CourseLevel,CourseType,CourseRating,RecommendationScore,pop_score,cat_score,lvl_score,rating_score,Segment,TargetLevel,MatchReason
1,U0492,C0151,Technology,Intermediate,Video,4.7,0.9715725806451612,0.967741935483871,1.0,1.0,0.925,🚀 Career Climber,Intermediate,Matches your Technology interest · Perfect Intermediate level fit · Popular in your learner group · Highly rated (4.7★)
2,U0492,C0254,Technology,Intermediate,Live,3.8,0.925,1.0,1.0,1.0,0.7,🚀 Career Climber,Intermediate,Matches your Technology interest · Perfect Intermediate level fit · Popular in your learner group
3,U0492,C0282,Technology,Intermediate,Hybrid,4.5,0.901008064516129,0.7741935483870968,1.0,1.0,0.875,🚀 Career Climber,Intermediate,Matches your Technology interest · Perfect Intermediate level fit · Popular in your learner group · Highly rated (4.5★)
4,U0492,C0085,Technology,Intermediate,Live,3.9,0.8925403225806451,0.8709677419354839,1.0,1.0,0.725,🚀 Career Climber,Intermediate,Matches your Technology interest · Perfect Intermediate level fit · Popular in your learner group
5,U0492,C0123,Technology,Intermediate,Live,4.1,0.8856854838709677,0.8064516129032258,1.0,1.0,0.7749999999999999,🚀 Career Climber,Intermediate,Matches your Technology interest · Perfect Intermediate level fit · Popular in your learner group · Well rated (4.1★)
6,U0492,C0017,Technology,Intermediate,Video,4.3,0.8788306451612904,0.7419354838709677,1.0,1.0,0.825,🚀 Career Climber,Intermediate,Matches your Technology interest · Perfect Intermediate level fit · Popular in your learner group · Well rated (4.3★)
7,U0492,C0185,Technology,Intermediate,Hybrid,3.6,0.873790322580645,0.8709677419354839,1.0,1.0,0.65,🚀 Career Climber,Intermediate,Matches your Technology interest · Perfect Intermediate level fit · Popular in your learner group
8,U0492,C0295,Technology,Intermediate,Video,3.9,0.8538306451612904,0.7419354838709677,1.0,1.0,0.725,🚀 Career Climber,Intermediate,Matches your Technology interest · Perfect Intermediate level fit · Popular in your learner group
1,U0495,C0381,Technology,Beginner,Live,4.7,0.95,0.8958333333333334,1.0,1.0,0.925,🔭 Tech Explorer,Beginner,Matches your Technology interest · Perfect Beginner level fit · Popular in your learner group · Highly rated (4.7★)
2,U0495,C0386,Technology,Beginner,Video,4.5,0.91875,0.8333333333333334,1.0,1.0,0.875,🔭 Tech Explorer,Beginner,Matches your Technology interest · Perfect Beginner level fit · Popular in your learner group · Highly rated (4.5★)
3,U0495,C0027,Technology,Beginner,Video,4.5,0.9125000000000001,0.8125,1.0,1.0,0.875,🔭 Tech Explorer,Beginner,Matches your Technology interest · Perfect Beginner level fit · Popular in your learner group · Highly rated (4.5★)
4,U0495,C0150,Technology,Beginner,Video,4.4,0.9,0.7916666666666666,1.0,1.0,0.8500000000000001,🔭 Tech Explorer,Beginner,Matches your Technology interest · Perfect Beginner level fit · Popular in your learner group · Well rated (4.4★)
5,U0495,C0205,Technology,Beginner,Video,4.9,0.8875000000000001,0.6458333333333334,1.0,1.0,0.9750000000000001,🔭 Tech Explorer,Beginner,Matches your Technology interest · Perfect Beginner level fit · Popular in your learner group · Highly rated (4.9★)
6,U0495,C0290,Technology,Beginner,Video,4.4,0.88125,0.7291666666666666,1.0,1.0,0.8500000000000001,🔭 Tech Explorer,Beginner,Matches your Technology interest · Perfect Beginner level fit · Popular in your learner group · Well rated (4.4★)
7,U0495,C0171,Technology,Beginner,Self-Paced,3.8,0.8687500000000001,0.8125,1.0,1.0,0.7,🔭 Tech Explorer,Beginner,Matches your Technology interest · Perfect Beginner level fit · Popular in your learner group
8,U0495,C0140,Technology,Beginner,Live,4.7,0.85625,0.5833333333333334,1.0,1.0,0.925,🔭 Tech Explorer,Beginner,Matches your Technology interest · Perfect Beginner level fit · Highly rated (4.7★)
1,U0496,C0387,Marketing,Beginner,Video,4.6,0.93125,0.8541666666666666,1.0,1.0,0.8999999999999999,🔭 Tech Explorer,Beginner,Matches your Marketing interest · Perfect Beginner level fit · Popular in your learner group · Highly rated (4.6★)
2,U0496,C0125,Marketing,Beginner,Video,4.5,0.9125000000000001,0.8125,1.0,1.0,0.875,🔭 Tech Explorer,Beginner,Matches your Marketing interest · Perfect Beginner level fit · Popular in your learner group · Highly rated (4.5★)
3,U0496,C0026,Marketing,Beginner,Hybrid,4.2,0.90625,0.8541666666666666,1.0,1.0,0.8,🔭 Tech Explorer,Beginner,Matches your Marketing interest · Perfect Beginner level fit · Popular in your learner group · Well rated (4.2★)
4,U0496,C0274,Marketing,Beginner,Video,4.2,0.8812500000000001,0.7708333333333334,1.0,1.0,0.8,🔭 Tech Explorer,Beginner,Matches your Marketing interest · Perfect Beginner level fit · Popular in your learner group · Well rated (4.2★)
5,U0496,C0096,Marketing,Beginner,Video,4.6,0.88125,0.6875,1.0,1.0,0.8999999999999999,🔭 Tech Explorer,Beginner,Matches your Marketing interest · Perfect Beginner level fit · Popular in your learner group · Highly rated (4.6★)
6,U0496,C0384,Marketing,Beginner,Hybrid,4.4,0.8750000000000001,0.7083333333333334,1.0,1.0,0.8500000000000001,🔭 Tech Explorer,Beginner,Matches your Marketing interest · Perfect Beginner level fit · Popular in your learner group · Well rated (4.4★)
7,U0496,C0014,Marketing,Beginner,Hybrid,4.9,0.86875,0.5833333333333334,1.0,1.0,0.9750000000000001,🔭 Tech Explorer,Beginner,Matches your Marketing interest · Perfect Beginner level fit · Highly rated (4.9★)
8,U0496,C0302,Marketing,Beginner,Video,5.0,0.8687499999999999,0.5625,1.0,1.0,1.0,🔭 Tech Explorer,Beginner,Matches your Marketing interest · Perfect Beginner level fit · Highly rated (5.0★)
1,U0497,C0183,Data Science,Beginner,Hybrid,5.0,0.93125,0.7708333333333334,1.0,1.0,1.0,🔭 Tech Explorer,Beginner,Matches your Data Science interest · Perfect Beginner level fit · Popular in your learner group · Highly rated (5.0★)
2,U0497,C0359,Data Science,Beginner,Self-Paced,4.8,0.91875,0.7708333333333334,1.0,1.0,0.95,🔭 Tech Explorer,Beginner,Matches your Data Science interest · Perfect Beginner level fit · Popular in your learner group · Highly rated (4.8★)
3,U0497,C0059,Data Science,Beginner,Video,4.6,0.8937499999999999,0.7291666666666666,1.0,1.0,0.8999999999999999,🔭 Tech Explorer,Beginner,Matches your Data Science interest · Perfect Beginner level fit · Popular in your learner group · Highly rated (4.6★)
4,U0497,C0131,Data Science,Beginner,Live,4.5,0.8875,0.7291666666666666,1.0,1.0,0.875,🔭 Tech Explorer,Beginner,Matches your Data Science interest · Perfect Beginner level fit · Popular in your learner group · Highly rated (4.5★)
5,U0497,C0336,Data Science,Beginner,Self-Paced,4.1,0.88125,0.7916666666666666,1.0,1.0,0.7749999999999999,🔭 Tech Explorer,Beginner,Matches your Data Science interest · Perfect Beginner level fit · Popular in your learner group · Well rated (4.1★)
6,U0497,C0348,Data Science,Beginner,Live,4.4,0.88125,0.7291666666666666,1.0,1.0,0.8500000000000001,🔭 Tech Explorer,Beginner,Matches your Data Science interest · Perfect Beginner level fit · Popular in your learner group · Well rated (4.4★)
7,U0497,C0313,Data Science,Beginner,Live,4.7,0.8812499999999999,0.6666666666666666,1.0,1.0,0.925,🔭 Tech Explorer,Beginner,Matches your Data Science interest · Perfect Beginner level fit · Popular in your learner group · Highly rated (4.7★)
8,U0497,C0186,Data Science,Beginner,Video,4.4,0.8562500000000001,0.6458333333333334,1.0,1.0,0.8500000000000001,🔭 Tech Explorer,Beginner,Matches your Data Science interest · Perfect Beginner level fit · Popular in your learner group · Well rated (4.4★)
1,U0499,C0198,Business,Beginner,Video,4.6,0.9125,0.7916666666666666,1.0,1.0,0.8999999999999999,🔭 Tech Explorer,Beginner,Matches your Business interest · Perfect Beginner level fit · Popular in your learner group · Highly rated (4.6★)
2,U0499,C0207,Business,Beginner,Video,4.8,0.9000000000000001,0.7083333333333334,1.0,1.0,0.95,🔭 Tech Explorer,Beginner,Matches your Business interest · Perfect Beginner level fit · Popular in your learner group · Highly rated (4.8★)
3,U0499,C0035,Business,Beginner,Video,3.9,0.8937499999999999,0.875,1.0,1.0,0.725,🔭 Tech Explorer,Beginner,Matches your Business interest · Perfect Beginner level fit · Popular in your learner group
4,U0499,C0172,Business,Beginner,Self-Paced,4.3,0.8875,0.7708333333333334,1.0,1.0,0.825,🔭 Tech Explorer,Beginner,Matches your Business interest · Perfect Beginner level fit · Popular in your learner group · Well rated (4.3★)
5,U0499,C0330,Business,Beginner,Video,4.3,0.8625,0.6875,1.0,1.0,0.825,🔭 Tech Explorer,Beginner,Matches your Business interest · Perfect Beginner level fit · Popular in your learner group · Well rated (4.3★)
6,U0499,C0005,Business,Beginner,Hybrid,4.1,0.8562500000000001,0.7083333333333334,1.0,1.0,0.7749999999999999,🔭 Tech Explorer,Beginner,Matches your Business interest · Perfect Beginner level fit · Popular in your learner group · Well rated (4.1★)
7,U0499,C0382,Business,Beginner,Self-Paced,4.1,0.8562500000000001,0.7083333333333334,1.0,1.0,0.7749999999999999,🔭 Tech Explorer,Beginner,Matches your Business interest · Perfect Beginner level fit · Popular in your learner group · Well rated (4.1★)
8,U0499,C0314,Business,Beginner,Live,4.3,0.85625,0.6666666666666666,1.0,1.0,0.825,🔭 Tech Explorer,Beginner,Matches your Business interest · Perfect Beginner level fit · Popular in your learner group · Well rated (4.3★)
1,U0500,C0192,Technology,Intermediate,Video,4.3,0.85625,0.6666666666666666,1.0,1.0,0.825,🔭 Tech Explorer,Intermediate,Matches your Technology interest · Perfect Intermediate level fit · Popular in your learner group · Well rated (4.3★)
2,U0500,C0151,Technology,Intermediate,Video,4.7,0.83125,0.5,1.0,1.0,0.925,🔭 Tech Explorer,Intermediate,Matches your Technology interest · Perfect Intermediate level fit · Highly rated (4.7★)
3,U0500,C0123,Technology,Intermediate,Live,4.1,0.8312499999999999,0.625,1.0,1.0,0.7749999999999999,🔭 Tech Explorer,Intermediate,Matches your Technology interest · Perfect Intermediate level fit · Popular in your learner group · Well rated (4.1★)
4,U0500,C0221,Technology,Intermediate,Video,4.4,0.8312499999999999,0.5625,1.0,1.0,0.8500000000000001,🔭 Tech Explorer,Intermediate,Matches your Technology interest · Perfect Intermediate level fit · Well rated (4.4★)
5,U0500,C0312,Technology,Intermediate,Video,4.5,0.825,0.5208333333333334,1.0,1.0,0.875,🔭 Tech Explorer,Intermediate,Matches your Technology interest · Perfect Intermediate level fit · Highly rated (4.5★)
6,U0500,C0360,Technology,Intermediate,Video,4.2,0.825,0.5833333333333334,1.0,1.0,0.8,🔭 Tech Explorer,Intermediate,Matches your Technology interest · Perfect Intermediate level fit · Well rated (4.2★)
7,U0500,C0124,Technology,Intermediate,Live,4.1,0.81875,0.5833333333333334,1.0,1.0,0.7749999999999999,🔭 Tech Explorer,Intermediate,Matches your Technology interest · Perfect Intermediate level fit · Well rated (4.1★)
8,U0500,C0037,Technology,Intermediate,Self-Paced,4.2,0.8187499999999999,0.5625,1.0,1.0,0.8,🔭 Tech Explorer,Intermediate,Matches your Technology interest · Perfect Intermediate level fit · Well rated (4.2★)
1,U0501,C0192,Technology,Intermediate,Video,4.3,0.85625,0.6666666666666666,1.0,1.0,0.825,🔭 Tech Explorer,Intermediate,Matches your Technology interest · Perfect Intermediate level fit · Popular in your learner group · Well rated (4.3★)
2,U0501,C0151,Technology,Intermediate,Video,4.7,0.83125,0.5,1.0,1.0,0.925,🔭 Tech Explorer,Intermediate,Matches your Technology interest · Perfect Intermediate level fit · Highly rated (4.7★)
3,U0501,C0123,Technology,Intermediate,Live,4.1,0.8312499999999999,0.625,1.0,1.0,0.7749999999999999,🔭 Tech Explorer,Intermediate,Matches your Technology interest · Perfect Intermediate level fit · Popular in your learner group · Well rated (4.1★)
4,U0501,C0221,Technology,Intermediate,Video,4.4,0.8312499999999999,0.5625,1.0,1.0,0.8500000000000001,🔭 Tech Explorer,Intermediate,Matches your Technology interest · Perfect Intermediate level fit · Well rated (4.4★)
5,U0501,C0360,Technology,Intermediate,Video,4.2,0.825,0.5833333333333334,1.0,1.0,0.8,🔭 Tech Explorer,Intermediate,Matches your Technology interest · Perfect Intermediate level fit · Well rated (4.2★)
6,U0501,C0312,Technology,Intermediate,Video,4.5,0.825,0.5208333333333334,1.0,1.0,0.875,🔭 Tech Explorer,Intermediate,Matches your Technology interest · Perfect Intermediate level fit · Highly rated (4.5★)
7,U0501,C0124,Technology,Intermediate,Live,4.1,0.81875,0.5833333333333334,1.0,1.0,0.7749999999999999,🔭 Tech Explorer,Intermediate,Matches your Technology interest · Perfect Intermediate level fit · Well rated (4.1★)
8,U0501,C0037,Technology,Intermediate,Self-Paced,4.2,0.8187499999999999,0.5625,1.0,1.0,0.8,🔭 Tech Explorer,Intermediate,Matches your Technology interest · Perfect Intermediate level fit · Well rated (4.2★)
1,U0502,C0375,Business,Intermediate,Video,4.3,0.9175403225806451,0.8709677419354839,1.0,1.0,0.825,🚀 Career Climber,Intermediate,Matches your Business interest · Perfect Intermediate level fit · Popular in your learner group · Well rated (4.3★)
2,U0502,C0003,Business,Intermediate,Video,3.9,0.9118951612903227,0.9354838709677419,1.0,1.0,0.725,🚀 Career Climber,Intermediate,Matches your Business interest · Perfect Intermediate level fit · Popular in your learner group
3,U0502,C0342,Business,Intermediate,Hybrid,4.3,0.9078629032258065,0.8387096774193549,1.0,1.0,0.825,🚀 Career Climber,Intermediate,Matches your Business interest · Perfect Intermediate level fit · Popular in your learner group · Well rated (4.3★)
4,U0502,C0095,Business,Intermediate,Video,4.1,0.905040322580645,0.8709677419354839,1.0,1.0,0.7749999999999999,🚀 Career Climber,Intermediate,Matches your Business interest · Perfect Intermediate level fit · Popular in your learner group · Well rated (4.1★)
5,U0502,C0187,Business,Intermediate,Video,4.7,0.9038306451612903,0.7419354838709677,1.0,1.0,0.925,🚀 Career Climber,Intermediate,Matches your Business interest · Perfect Intermediate level fit · Popular in your learner group · Highly rated (4.7★)
6,U0502,C0216,Business,Intermediate,Hybrid,4.7,0.8941532258064515,0.7096774193548387,1.0,1.0,0.925,🚀 Career Climber,Intermediate,Matches your Business interest · Perfect Intermediate level fit · Popular in your learner group · Highly rated (4.7★)
7,U0502,C0226,Business,Intermediate,Video,4.2,0.8919354838709677,0.8064516129032258,1.0,1.0,0.8,🚀 Career Climber,Intermediate,Matches your Business interest · Perfect Intermediate level fit · Popular in your learner group · Well rated (4.2★)
8,U0502,C0334,Business,Intermediate,Self-Paced,4.5,0.8913306451612903,0.7419354838709677,1.0,1.0,0.875,🚀 Career Climber,Intermediate,Matches your Business interest · Perfect Intermediate level fit · Popular in your learner group · Highly rated (4.5★)
1,U0504,C0222,Health & Wellness,Intermediate,Video,5.0,0.9125000000000001,0.7083333333333334,1.0,1.0,1.0,🔭 Tech Explorer,Intermediate,Matches your Health & Wellness interest · Perfect Intermediate level fit · Popular in your learner group · Highly rated (5.0★)
2,U0504,C0209,Health & Wellness,Intermediate,Hybrid,4.9,0.88125,0.625,1.0,1.0,0.9750000000000001,🔭 Tech Explorer,Intermediate,Matches your Health & Wellness interest · Perfect Intermediate level fit · Popular in your learner group · Highly rated (4.9★)
3,U0504,C0260,Health & Wellness,Intermediate,Live,4.4,0.8562500000000001,0.6458333333333334,1.0,1.0,0.8500000000000001,🔭 Tech Explorer,Intermediate,Matches your Health & Wellness interest · Perfect Intermediate level fit · Popular in your learner group · Well rated (4.4★)
4,U0504,C0366,Health & Wellness,Intermediate,Video,4.6,0.8437499999999999,0.5625,1.0,1.0,0.8999999999999999,🔭 Tech Explorer,Intermediate,Matches your Health & Wellness interest · Perfect Intermediate level fit · Highly rated (4.6★)
5,U0504,C0296,Health & Wellness,Intermediate,Video,4.1,0.8312499999999999,0.625,1.0,1.0,0.7749999999999999,🔭 Tech Explorer,Intermediate,Matches your Health & Wellness interest · Perfect Intermediate level fit · Popular in your learner group · Well rated (4.1★)
6,U0504,C0100,Health & Wellness,Intermediate,Video,4.5,0.8125,0.4791666666666667,1.0,1.0,0.875,🔭 Tech Explorer,Intermediate,Matches your Health & Wellness interest · Perfect Intermediate level fit · Highly rated (4.5★)
7,U0504,C0006,Health & Wellness,Intermediate,Video,4.3,0.8125,0.5208333333333334,1.0,1.0,0.825,🔭 Tech Explorer,Intermediate,Matches your Health & Wellness interest · Perfect Intermediate level fit · Well rated (4.3★)
8,U0504,C0041,Health & Wellness,Intermediate,Hybrid,3.9,0.80625,0.5833333333333334,1.0,1.0,0.725,🔭 Tech Explorer,Intermediate,Matches your Health & Wellness interest · Perfect Intermediate level fit
1,U0506,C0198,Business,Beginner,Video,4.6,0.9125,0.7916666666666666,1.0,1.0,0.8999999999999999,🔭 Tech Explorer,Beginner,Matches your Business interest · Perfect Beginner level fit · Popular in your learner group · Highly rated (4.6★)
2,U0506,C0035,Business,Beginner,Video,3.9,0.8937499999999999,0.875,1.0,1.0,0.725,🔭 Tech Explorer,Beginner,Matches your Business interest · Perfect Beginner level fit · Popular in your learner group
3,U0506,C0172,Business,Beginner,Self-Paced,4.3,0.8875,0.7708333333333334,1.0,1.0,0.825,🔭 Tech Explorer,Beginner,Matches your Business interest · Perfect Beginner level fit · Popular in your learner group · Well rated (4.3★)
4,U0506,C0330,Business,Beginner,Video,4.3,0.8625,0.6875,1.0,1.0,0.825,🔭 Tech Explorer,Beginner,Matches your Business interest · Perfect Beginner level fit · Popular in your learner group · Well rated (4.3★)
5,U0506,C0382,Business,Beginner,Self-Paced,4.1,0.8562500000000001,0.7083333333333334,1.0,1.0,0.7749999999999999,🔭 Tech Explorer,Beginner,Matches your Business interest · Perfect Beginner level fit · Popular in your learner group · Well rated (4.1★)
6,U0506,C0005,Business,Beginner,Hybrid,4.1,0.8562500000000001,0.7083333333333334,1.0,1.0,0.7749999999999999,🔭 Tech Explorer,Beginner,Matches your Business interest · Perfect Beginner level fit · Popular in your learner group · Well rated (4.1★)
7,U0506,C0314,Business,Beginner,Live,4.3,0.85625,0.6666666666666666,1.0,1.0,0.825,🔭 Tech Explorer,Beginner,Matches your Business interest · Perfect Beginner level fit · Popular in your learner group · Well rated (4.3★)
8,U0506,C0292,Business,Beginner,Self-Paced,4.8,0.8500000000000001,0.5416666666666666,1.0,1.0,0.95,🔭 Tech Explorer,Beginner,Matches your Business interest · Perfect Beginner level fit · Highly rated (4.8★)
1,U0509,C0381,Technology,Beginner,Live,4.7,0.95,0.8958333333333334,1.0,1.0,0.925,🔭 Tech Explorer,Beginner,Matches your Technology interest · Perfect Beginner level fit · Popular in your learner group · Highly rated (4.7★)
2,U0509,C0386,Technology,Beginner,Video,4.5,0.91875,0.8333333333333334,1.0,1.0,0.875,🔭 Tech Explorer,Beginner,Matches your Technology interest · Perfect Beginner level fit · Popular in your learner group · Highly rated (4.5★)
3,U0509,C0150,Technology,Beginner,Video,4.4,0.9,0.7916666666666666,1.0,1.0,0.8500000000000001,🔭 Tech Explorer,Beginner,Matches your Technology interest · Perfect Beginner level fit · Popular in your learner group · Well rated (4.4★)
4,U0509,C0300,Technology,Beginner,Live,5.0,0.89375,0.6458333333333334,1.0,1.0,1.0,🔭 Tech Explorer,Beginner,Matches your Technology interest · Perfect Beginner level fit · Popular in your learner group · Highly rated (5.0★)
5,U0509,C0205,Technology,Beginner,Video,4.9,0.8875000000000001,0.6458333333333334,1.0,1.0,0.9750000000000001,🔭 Tech Explorer,Beginner,Matches your Technology interest · Perfect Beginner level fit · Popular in your learner group · Highly rated (4.9★)
6,U0509,C0290,Technology,Beginner,Video,4.4,0.88125,0.7291666666666666,1.0,1.0,0.8500000000000001,🔭 Tech Explorer,Beginner,Matches your Technology interest · Perfect Beginner level fit · Popular in your learner group · Well rated (4.4★)
7,U0509,C0318,Technology,Beginner,Self-Paced,4.7,0.85625,0.5833333333333334,1.0,1.0,0.925,🔭 Tech Explorer,Beginner,Matches your Technology interest · Perfect Beginner level fit · Highly rated (4.7★)
8,U0509,C0140,Technology,Beginner,Live,4.7,0.85625,0.5833333333333334,1.0,1.0,0.925,🔭 Tech Explorer,Beginner,Matches your Technology interest · Perfect Beginner level fit · Highly rated (4.7★)
1,U0510,C0222,Health & Wellness,Intermediate,Video,5.0,0.9125000000000001,0.7083333333333334,1.0,1.0,1.0,🔭 Tech Explorer,Intermediate,Matches your Health & Wellness interest · Perfect Intermediate level fit · Popular in your learner group · Highly rated (5.0★)
2,U0510,C0260,Health & Wellness,Intermediate,Live,4.4,0.8562500000000001,0.6458333333333334,1.0,1.0,0.8500000000000001,🔭 Tech Explorer,Intermediate,Matches your Health & Wellness interest · Perfect Intermediate level fit · Popular in your learner group · Well rated (4.4★)
3,U0510,C0366,Health & Wellness,Intermediate,Video,4.6,0.8437499999999999,0.5625,1.0,1.0,0.8999999999999999,🔭 Tech Explorer,Intermediate,Matches your Health & Wellness interest · Perfect Intermediate level fit · Highly rated (4.6★)
4,U0510,C0296,Health & Wellness,Intermediate,Video,4.1,0.8312499999999999,0.625,1.0,1.0,0.7749999999999999,🔭 Tech Explorer,Intermediate,Matches your Health & Wellness interest · Perfect Intermediate level fit · Popular in your learner group · Well rated (4.1★)
5,U0510,C0006,Health & Wellness,Intermediate,Video,4.3,0.8125,0.5208333333333334,1.0,1.0,0.825,🔭 Tech Explorer,Intermediate,Matches your Health & Wellness interest · Perfect Intermediate level fit · Well rated (4.3★)
6,U0510,C0100,Health & Wellness,Intermediate,Video,4.5,0.8125,0.4791666666666667,1.0,1.0,0.875,🔭 Tech Explorer,Intermediate,Matches your Health & Wellness interest · Perfect Intermediate level fit · Highly rated (4.5★)
7,U0510,C0041,Health & Wellness,Intermediate,Hybrid,3.9,0.80625,0.5833333333333334,1.0,1.0,0.725,🔭 Tech Explorer,Intermediate,Matches your Health & Wellness interest · Perfect Intermediate level fit
8,U0510,C0235,Health & Wellness,Intermediate,Self-Paced,3.0,0.8,0.75,1.0,1.0,0.5,🔭 Tech Explorer,Intermediate,Matches your Health & Wellness interest · Perfect Intermediate level fit · Popular in your learner group
1,U0511,C0216,Business,Intermediate,Hybrid,4.7,0.8812499999999999,0.6666666666666666,1.0,1.0,0.925,🔭 Tech Explorer,Intermediate,Matches your Business interest · Perfect Intermediate level fit · Popular in your learner group · Highly rated (4.7★)
2,U0511,C0226,Business,Intermediate,Video,4.2,0.8499999999999999,0.6666666666666666,1.0,1.0,0.8,🔭 Tech Explorer,Intermediate,Matches your Business interest · Perfect Intermediate level fit · Popular in your learner group · Well rated (4.2★)
3,U0511,C0063,Business,Intermediate,Video,4.0,0.8374999999999999,0.6666666666666666,1.0,1.0,0.75,🔭 Tech Explorer,Intermediate,Matches your Business interest · Perfect Intermediate level fit · Popular in your learner group · Well rated (4.0★)
4,U0511,C0139,Business,Intermediate,Self-Paced,4.5,0.8374999999999999,0.5625,1.0,1.0,0.875,🔭 Tech Explorer,Intermediate,Matches your Business interest · Perfect Intermediate level fit · Highly rated (4.5★)
5,U0511,C0212,Business,Intermediate,Video,4.4,0.81875,0.5208333333333334,1.0,1.0,0.8500000000000001,🔭 Tech Explorer,Intermediate,Matches your Business interest · Perfect Intermediate level fit · Well rated (4.4★)
6,U0511,C0334,Business,Intermediate,Self-Paced,4.5,0.8125,0.4791666666666667,1.0,1.0,0.875,🔭 Tech Explorer,Intermediate,Matches your Business interest · Perfect Intermediate level fit · Highly rated (4.5★)
7,U0511,C0145,Business,Intermediate,Hybrid,4.6,0.8124999999999999,0.4583333333333333,1.0,1.0,0.8999999999999999,🔭 Tech Explorer,Intermediate,Matches your Business interest · Perfect Intermediate level fit · Highly rated (4.6★)
8,U0511,C0028,Business,Intermediate,Video,3.8,0.8062500000000001,0.6041666666666666,1.0,1.0,0.7,🔭 Tech Explorer,Intermediate,Matches your Business interest · Perfect Intermediate level fit · Popular in your learner group
1,U0513,C0375,Business,Intermediate,Video,4.3,0.9175403225806451,0.8709677419354839,1.0,1.0,0.825,🚀 Career Climber,Intermediate,Matches your Business interest · Perfect Intermediate level fit · Popular in your learner group · Well rated (4.3★)
2,U0513,C0003,Business,Intermediate,Video,3.9,0.9118951612903227,0.9354838709677419,1.0,1.0,0.725,🚀 Career Climber,Intermediate,Matches your Business interest · Perfect Intermediate level fit · Popular in your learner group
3,U0513,C0342,Business,Intermediate,Hybrid,4.3,0.9078629032258065,0.8387096774193549,1.0,1.0,0.825,🚀 Career Climber,Intermediate,Matches your Business interest · Perfect Intermediate level fit · Popular in your learner group · Well rated (4.3★)
4,U0513,C0095,Business,Intermediate,Video,4.1,0.905040322580645,0.8709677419354839,1.0,1.0,0.7749999999999999,🚀 Career Climber,Intermediate,Matches your Business interest · Perfect Intermediate level fit · Popular in your learner group · Well rated (4.1★)
5,U0513,C0187,Business,Intermediate,Video,4.7,0.9038306451612903,0.7419354838709677,1.0,1.0,0.925,🚀 Career Climber,Intermediate,Matches your Business interest · Perfect Intermediate level fit · Popular in your learner group · Highly rated (4.7★)
6,U0513,C0216,Business,Intermediate,Hybrid,4.7,0.8941532258064515,0.7096774193548387,1.0,1.0,0.925,🚀 Career Climber,Intermediate,Matches your Business interest · Perfect Intermediate level fit · Popular in your learner group · Highly rated (4.7★)
7,U0513,C0226,Business,Intermediate,Video,4.2,0.8919354838709677,0.8064516129032258,1.0,1.0,0.8,🚀 Career Climber,Intermediate,Matches your Business interest · Perfect Intermediate level fit · Popular in your learner group · Well rated (4.2★)
8,U0513,C0334,Business,Intermediate,Self-Paced,4.5,0.8913306451612903,0.7419354838709677,1.0,1.0,0.875,🚀 Career Climber,Intermediate,Matches your Business interest · Perfect Intermediate level fit · Popular in your learner group · Highly rated (4.5★)
1,U0514,C0271,Data Science,Intermediate,Live,5.0,0.8875,0.625,1.0,1.0,1.0,🔭 Tech Explorer,Intermediate,Matches your Data Science interest · Perfect Intermediate level fit · Popular in your learner group · Highly rated (5.0★)
2,U0514,C0220,Data Science,Intermediate,Video,4.3,0.8687500000000001,0.7083333333333334,1.0,1.0,0.825,🔭 Tech Explorer,Intermediate,Matches your Data Science interest · Perfect Intermediate level fit · Popular in your learner group · Well rated (4.3★)
3,U0514,C0315,Data Science,Intermediate,Video,5.0,0.8625,0.5416666666666666,1.0,1.0,1.0,🔭 Tech Explorer,Intermediate,Matches your Data Science interest · Perfect Intermediate level fit · Highly rated (5.0★)
4,U0514,C0338,Data Science,Intermediate,Video,4.6,0.8250000000000001,0.5,1.0,1.0,0.8999999999999999,🔭 Tech Explorer,Intermediate,Matches your Data Science interest · Perfect Intermediate level fit · Highly rated (4.6★)
5,U0514,C0361,Data Science,Intermediate,Video,4.2,0.825,0.5833333333333334,1.0,1.0,0.8,🔭 Tech Explorer,Intermediate,Matches your Data Science interest · Perfect Intermediate level fit · Well rated (4.2★)
6,U0514,C0256,Data Science,Intermediate,Video,4.6,0.8124999999999999,0.4583333333333333,1.0,1.0,0.8999999999999999,🔭 Tech Explorer,Intermediate,Matches your Data Science interest · Perfect Intermediate level fit · Highly rated (4.6★)
7,U0514,C0060,Data Science,Advanced,Live,4.8,0.8062499999999999,0.7291666666666666,1.0,0.5,0.95,🔭 Tech Explorer,Intermediate,Matches your Data Science interest · Close to your target level · Popular in your learner group · Highly rated (4.8★)
8,U0514,C0308,Data Science,Intermediate,Video,4.1,0.7937500000000001,0.5,1.0,1.0,0.7749999999999999,🔭 Tech Explorer,Intermediate,Matches your Data Science interest · Perfect Intermediate level fit · Well rated (4.1★)
1,U0515,C0183,Data Science,Beginner,Hybrid,5.0,0.93125,0.7708333333333334,1.0,1.0,1.0,🔭 Tech Explorer,Beginner,Matches your Data Science interest · Perfect Beginner level fit · Popular in your learner group · Highly rated (5.0★)
2,U0515,C0359,Data Science,Beginner,Self-Paced,4.8,0.91875,0.7708333333333334,1.0,1.0,0.95,🔭 Tech Explorer,Beginner,Matches your Data Science interest · Perfect Beginner level fit · Popular in your learner group · Highly rated (4.8★)
